,Unnamed: 0,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,c_hateful,targeted,aggresive
3142,6237,Zde4Lv4goks,UCkGGhvEGoLLE8_U5SvsRQMg,Nunca me imaginé que la política estuviera por encima de la ley🤦🏻‍♂️ que triste!!! Maldito PSOE corrupto,[0. 0. 0. ... 0. 0. 0.],nunca imagin tica encima trist maldito psoe corrupto,-1.0,0.02487245574593544,0.012215293943881989,0.025912882760167122
3143,6240,Zde4Lv4goks,UCpBw-TOZQFPEXX1eUFn5JbA,ES UNA PENA QUE LOS ESPAÑOLES NO VEAN LAS ATROCIDADES QUE ESTÁ HACIENDO SU GOBIERNO Y QUE EN LAS PASADAS ELECCIONES NO HAYAN RERACCIONADO...,[0. 0. 0. ... 0. 0. 0.],pena espa ole vean atrocidad haciendo gobierno pasada eleccion reraccionado,-1.0,0.02417168952524662,0.007060394622385502,0.015779266133904457
3144,6242,Zde4Lv4goks,UCyMmp1vs-kJMKgWpM-qZ_IA,"En el momento en q las mismas organizaciones q crearon a pedro sanchez son las q lideran estas manifestaciones, pierde todo el sentido y la veracidad. Xq si, por mucho q les joda y no quieran admitirlo sanchez es un producto directo de nuestra historia politica, de la corrupcion que ellos mismos crearon. Sanchez ha usado, sim ningun escrupulo, los metodos, las leyes q ellos crearon en su beneficio y enriquecimiento, para manteneese en el poder, como buen dictador. Asi q no me vengan ahora con q estan indignados con sanchez, ustedes crearon ese monstruo y ahora les da miedo, sinceramente q os folleb, poco a poco la sociedad española se ira dando cuenta, se cargaran a sanchez, probablemente y el resto de politicos corruptos escapara, una vez mas. Pero no les queda mucho, la gente esta cansada. Y lo peor que puede hacer un gobernante es enfurecer el pueblo q gobierna, es historia, ya ha pasado...",[0. 0. 0. ... 0. 0. 0.],momento misma organizacion crearon pedro sanchez lideran manifestacion pierd veracidad joda quieran admitirlo sanchez producto directo historia politica corrupcion mismo crearon sanchez usado ningun escrupulo metodo ley crearon beneficio enriquecimiento mantenees poder buen dictador vengan ahora estan indignado sanchez usted crearon monstruo ahora miedo sincerament folleb sociedad espa dando cuenta cargaran sanchez probablement resto politico corrupto escapara queda gent cansada peor pued hacer gobernant enfurec pueblo gobierna historia pasado,-1.0,0.06107639893889427,0.011741711758077145,0.047073040157556534
3145,6244,Zde4Lv4goks,UCVwDAMsdze7O4wZb_UvR9rw,Y los llaman fachas ! Gente normal con sentido común.,[0. 0. 0. ... 0. 0. 0.],llaman facha gent normal,-1.0,0.03489135578274727,0.017461029812693596,0.02340111695230007
3146,6245,FUXGO0iNL1k,UC0sbnDlWk6eMLvWxp-lzOfg,"Ya, pero ¿qué representa toda esta cháchara  confusa comparada con el puñado de votos separatistas que necesita Perro para continuar en la poltrona?",[0. 0. 0. ... 0. 0. 0.],representa toda chara confusa comparada voto separatista necesita perro continuar poltrona,-1.0,0.04585081338882446,0.017474999651312828,0.02949221432209015
3147,6246,FUXGO0iNL1k,UC8tyoei8Gp7yqbGQD9rPmjA,"El terrorismo, la malversación y el sexo con menores no estaban incluidos en esa amnistia.... Y Bildu, PSOE, juns y Erc han cometido los tres.",[0. 0. 0. ... 0. 0. 0.],terrorismo malversaci sexo menor incluido amnistia bildu psoe jun cometido tre,-1.0,0.015011124312877655,0.012012612074613571,0.018967077136039734
3148,6247,FUXGO0iNL1k,UCuqJVQeD8rpC2Vi-eb-NJCg,"Al día siguiente ETA, y GRAPO, siguieron matando.",[0. 0. 0. ... 0. 0. 0.],siguient grapo siguieron matando,-1.0,0.08023162931203842,0.00809783861041069,0.0323425717651844
3149,6248,FUXGO0iNL1k,UCpxDvUvZ7u8euC7hMwhU3Gg,"El problema es que en esta ocasion se esta mnistiando a gente que defiende y persigue la FRAGMENTACION de España, y no la unidad.

Por no hablar de que se esta usando como ""moneda de cambio"" por votos para su investidura, lo cual es ilicito.",[0. 0. 0. ... 0. 0. 0.],problema ocas mnistiando gent defiend persigu fragmentacion espa unidad hablar usando moneda cambio voto investidura ilicito,-1.0,0.0794619470834732,0.0073722293600440025,0.03619309887290001
3150,6250,FUXGO0iNL1k,UCU2fsvRaTNH3uyNsOoIx4FA,Estas palabras eran para sellar el franquismo y no lo sabe nadie porque han.pasado cuarenta años de excesos y ahora lloran porque no.hay tanto para repartir,[0. 0. 0. ... 0. 0. 0.],palabra sellar franquismo sabe nadi pasado cuarenta exceso ahora lloran repartir,-1.0,0.031215215101838112,0.004739024210721254,0.023749804124236107
3151,6253,YJhgl61epiM,UCid3H3DhOc3qAwbpSIaMQ9g,No sacar más a este tiesto fascista,[0. 0. 0. ... 0. 0. 0.],sacar tiesto fascista,-1.0,0.10077691823244095,0.020112743601202965,0.06414945423603058
3152,6259,YJhgl61epiM,UCXfGxa0kR5hAP5bGFbIea2Q,"D. Alfonso Guerra, D. Felipe González, y pensar lo que fueron y significaron tanto en el PSOE como en España, lo fueron todo absolutamente todo en España, con tanto poder y gente detrás, si ahora unos jubilados de lujo, pero no olvidamos, tanto lo bueno como lo menos bueno por no decir malo, pero ahí están, lo fueron todo. 

Es por esto que ahora es el momento de dejarse de eufemismos y blandenguerías, hay que acabar políticamente con Sánchez y el actual PSOE, solo díganlo, díganlo de forma clara y rotunda a los españoles y los votantes socialistas, y si les queda un poco de honor díganselo también a los políticos de su partido.

Si no lo hacen y se pierden en disquisiciones retoricas entonces mejor cállense, no hacen ningún bien a España, la democracia y la constitución; céntrense en el problema, y el problema no es la amnistía, lo saben mejor que nadie, el problema se llama PSOE y Pedro Sánchez; pero no, contra el partido ni mu, y contra Sánchez así de pasada y ciertas referencias como que no se note mucho. ¡Mojaros ya coño!",[0. 0. 0. ... 0. 0. 0.],alfonso guerra felip gonz pensar significaron psoe espa absolutament espa poder gent detr ahora jubilado lujo olvidamo bueno meno bueno decir malo ahora momento dejars eufemismo blandengu acabar ticament nchez actual psoe solo ganlo ganlo forma clara rotunda espa ole votant socialista queda honor ganselo tambi tico partido hacen pierden disquisicion retorica entonc mejor llens hacen ning bien espa democracia constituci ntrens problema problema amnist saben mejor nadi problema llama psoe pedro nchez partido nchez pasada cierta referencia note mojaro,-1.0,0.03352603316307068,0.011518329381942749,0.03334073722362518
3153,6260,YJhgl61epiM,UCtG5BoCERIYezAtL-Ft0IGA,"Alfonso Guerra, hijo de un militar franquista, cuyo hermano estuvo en implicado en un caso de malversación de fondos, machista y prepotente; el mismo que cogió un avión militar, pagado por todos, para escapar de un atasco en Portugal para ir a los toros, dando lecciones de democracia. Estos son los que hicieron la transición, un grupo de fachas disfrazados con chaquetas de pana hasta que llegaron al poder, la "" beautiful people"" dando lecciones al PSOE de hoy, defendiendo el Regimen del 78, junto a González, que se hizo millonario en empresas del Ibex 35, amigo de dictadores, reyes, ex ministros franquistas y que tiene la desfachatez de intentar darnos lecciones de democracia, cuando su Gobierno organizó y financió una trama de terrorismo de Estado.",[0. 0. 0. ... 0. 0. 0.],alfonso guerra hijo militar franquista cuyo hermano implicado caso malversaci fondo machista prepotent mismo cogi militar pagado escapar atasco portug toro dando leccion democracia hicieron transici grupo facha disfrazado chaqueta pana llegaron poder beauti peopl dando leccion psoe defendiendo regimen junto gonz hizo millonario empresa ibex amigo dictador rey ministro franquista desfachatez intentar darno leccion democracia gobierno organiz financ trama terrorismo,-1.0,0.08516617864370346,0.01794791966676712,0.08347608149051666
3154,6261,YJhgl61epiM,UCAGMGdATwYMkdFd2qCZtyJA,Dais pena que terminen cómo dos títeres 😢😢😢😢😢😢,[0. 0. 0. ... 0. 0. 0.],dai pena terminen tere,-1.0,0.024942312389612198,0.030941594392061234,0.030791623517870903
3155,6263,YJhgl61epiM,UC7YTPw0JktxkbYL6mvOQZNw,Impecable Sr Guerra.. mis respetos,[0. 0. 0. ... 0. 0. 0.],impec guerra respeto,-1.0,0.028986139222979546,0.011555393226444721,0.020684106275439262
3156,6265,YJhgl61epiM,UCvPAYVSZoTFQV0YdLRRZu9A,"Gerra, la admintia para tus ministros terroristas si, Barrio Nuevo y Colorado, fundaron los GAL, un grupo terrorista de Estado, les salio unos cuantos años de prision, y Felipe los indulto, claro eran ministros del PSOE, y Felipe era presidente y vicepresidente, y todo quedo en familia, y estos terroristas de estado fueron indultados, y no fue por un referendem, fue por terrorismo, os haceis mayores y perdeis la memoria.",[0. 0. 0. ... 0. 0. 0.],gerra admintia ministro terrorista barrio nuevo colorado fundaron grupo terrorista salio cuanto prision felip indulto claro ministro psoe felip president vicepresident quedo familia terrorista indultado referendem terrorismo hacei mayor perdei memoria,-1.0,0.018592393025755882,0.009076057001948357,0.019345419481396675
3157,6268,YJhgl61epiM,UCRXXd7-p22mW-UbmedMEt1w,BOCHORNOSO SU INTERVENCION,[0. 0. 0. ... 0. 0. 0.],bochornoso intervencion,-1.0,0.039180293679237366,0.00619762297719717,0.016268888488411903
3158,6269,YJhgl61epiM,UCy-y10DDDvMTkXc51su8EDg,guerra te morirás siendo un ganster,[0. 0. 0. ... 0. 0. 0.],guerra morir siendo ganster,-1.0,0.05866031348705292,0.013029893860220909,0.029995854943990707
3159,6271,YJhgl61epiM,UCjvAp8yylPk-p1FCKIW6GrA,"Ahí están sentados dos de los muchos culpables de llegar a esta situacion. 
Si España desaparece como Nación también desaparece como Estado y con ello el PSOE. Ellos lo saben.",[0. 0. 0. ... 0. 0. 0.],sentado culpabl llegar situacion espa desaparec naci tambi desaparec ello psoe saben,-1.0,0.04875246435403824,0.009448081254959106,0.024125589057803154
3160,6275,YixdAhUWv7c,UCYVZrjsxANq06ByGKenhSRA,"Castigo en las elecciones. Eso es lo único que les importa. No se quieren enterar de que tenemos un enfermo psiquiátrico como presidente , que nos llevará hasta donde no está en los escritos. Hace 80 años, la misma tríada, PSOE, comunistas e independentistas, nos llevaron a donde parece que nadie recuerda.",[0. 0. 0. ... 0. 0. 0.],castigo eleccion nico importa quieren enterar enfermo psiqui trico president llevar escrito hace misma psoe comunista independentista llevaron parec nadi recuerda,-1.0,0.03803403675556183,0.019214138388633728,0.03578842058777809
3161,6276,YixdAhUWv7c,UCIXVZdof642Qoii-jraMV8A,"A QUÉ  VOTAN POR SANCHINFLAS  SUS DIPUTADOS,  PURO POSTUREO,  PURO TEATRO",[0. 0. 0. ... 0. 0. 0.],votan sanchinfla diputado puro postureo puro teatro,-1.0,0.010541408322751522,0.007695599924772978,0.009526277892291546
3162,6279,YixdAhUWv7c,UC6WAXfDzWg_HUu4aFUmf_TA,Otto trilero,[0. 0. 0. ... 0. 0. 0.],otto trilero,-1.0,0.04322301223874092,0.04162779450416565,0.0341324545443058
3163,6282,YixdAhUWv7c,UC6_SyzB4VGDjuBocmJGsQBw,Y todavía le va gente a este hombre??,[0. 0. 0. ... 0. 0. 0.],todav gent hombr,-1.0,0.0453384704887867,0.016184678301215172,0.026124604046344757
3164,6284,YixdAhUWv7c,UCKRmkU4AHOQSfwqHev_mcsg,"Los diputados socialistas deben rebelarse.
Votar SI a Feijó 
O votar NO a Feijó 
Y votar NOOOOOO cuando llegue a la investidura Sánchez.",[0. 0. 0. ... 0. 0. 0.],diputado socialista deben rebelars votar feij votar feij votar noooooo llegu investidura nchez,-1.0,0.020209429785609245,0.011013368144631386,0.01997390203177929
3165,6285,YixdAhUWv7c,UC1ztDWPK5K3Q4HRsQ1I5tfg,"Es una vergüenza ver a Page como un miserable desmarcándose tan vergonzosamente del PSOE  y haciendo un vergonzoso ridículo tomando esas decisiones y hablando con un desconocimiento supino de las leyes de amnistía. Esto no puede ser sino por un motivo de soborno, ya que no se comprende otra explicación. Y si esto fuera así porque a la larga todo se sabe hay que hacer uso de la Ley para que les caiga encima como un plomo. Ya que también se consideraría golpe de Estado. Y lo de los catalanes no sería que una anécdota o un juego a hacerse independientes.",[0. 0. 0. ... 0. 0. 0.],verg enza page miser desmarc ndose vergonzosament psoe haciendo vergonzoso culo tomando decision hablando desconocimiento supino ley amnist pued sino motivo soborno comprend explicaci larga sabe hacer caiga encima plomo tambi considerar golp catalan cdota juego hacers independient,-1.0,0.019389620050787926,0.009109783917665482,0.017626149579882622
3166,6286,YixdAhUWv7c,UCLi1ByGys4TkdVQcRXY_qHQ,"Pero traga , eso es de cobarde",[0. 0. 0. ... 0. 0. 0.],traga cobard,-1.0,0.3831577003002167,0.14613257348537445,0.32900270819664
3167,6288,YixdAhUWv7c,UCNHdy39CKUqHbx3t00cHxJA,"Sr Garcia Page mi admiración total por su VALENTÍA, HUMILDAD, NOBLEZA y INTELIGENCIA  y por DEFENDER ESPAÑA Y LOS ESPAÑOLES!
POLÍTICOS como USTED es lo que necesita ESPAÑA!
UN PARTIDO TAN IMPORTANTE COMO EL PSOE NO PUEDE SER UTIZADO POR COMUNISTAS Y TERRORISTAS Y TENER SECUESTRADA LA DEMOCRACIA POR UNA DICTADURA DISFRAZADA DE DEMOCRACIA!!!!!!!
SANCHEZ Y SUS COMPLICES TIENEN QUE SER EXPULSADOS Y JUZGADOS POR SUS ACTOS Y ATROCIDADES ANTES DE QUE SEA TARDE PARA ESPAÑA Y LOS ESPAÑOLES!!!!!!",[0. 0. 0. ... 0. 0. 0.],garcia page admiraci total valent humildad nobleza inteligencia defend espa espa ole tico ust necesita espa partido important psoe pued utizado comunista terrorista tener secuestrada democracia dictadura disfrazada democracia sanchez complic expulsado juzgado acto atrocidad tard espa espa ole,-1.0,0.03097478486597538,0.012681256048381329,0.02853587083518505
3168,6292,YOVJT4Qre68,UCF3cti90j5K10JcJ5xZ0cxQ,Esa raza es el mal del mundo estan completamente locos los judios,[0. 0. 0. ... 0. 0. 0.],raza mundo estan completament loco judio,-1.0,0.0914100930094719,0.00645475322380662,0.044420238584280014
3169,6295,YOVJT4Qre68,UCl-y07d19IH_Eeat9NGfR3Q,"No le veo diferencia al trato que dan a  sus mujeres estos judíos: solo tener hijos, cuidar la casa y todas cubiertas, cuando quieren comparar con los musulmanes extremistas",[0. 0. 0. ... 0. 0. 0.],diferencia trato mujer solo tener hijo cuidar casa toda cubierta quieren comparar musulman extremista,-1.0,0.9158782958984375,0.07742266356945038,0.54345703125
3170,6298,YOVJT4Qre68,UCHi6gZkByT3Dhva6wkssZBw,"Ese conflicto es de racismo y clasismo, que no ven que algunos de estos no quieren ver ni a las mujeres trabajar. 

Ahora ya veo por qué los soldados les pasan dando sus cachetadas.",[0. 0. 0. ... 0. 0. 0.],conflicto racismo clasismo quieren mujer trabajar ahora soldado pasan dando cachetada,-1.0,0.6959913969039917,0.01599675789475441,0.1998191922903061
3171,6300,YOVJT4Qre68,UCgzJI3HHZvPCqJm4WFqo31w,"Tu hermana no va a la guerra,gallego antisemita",[0. 0. 0. ... 0. 0. 0.],hermana guerra gallego antisemita,-1.0,0.8680378198623657,0.44982320070266724,0.7068836688995361
3172,6301,YOVJT4Qre68,UCvMdM6gC-e8AfZDam3tJ5Kg,La pared les dice genocidio genocidio somos unos asesinos invasores sionistas de 💩 💩 💩,[0. 0. 0. ... 0. 0. 0.],pare dice genocidio genocidio asesino invasor sionista,-1.0,0.2871236205101013,0.026794008910655975,0.20366694033145905
3173,6303,YOVJT4Qre68,UC92h30XsNUGobkkV_dOqU1g,Cobardes y bibidores,[0. 0. 0. ... 0. 0. 0.],cobard bibidor,-1.0,0.05825569108128548,0.021536363288760185,0.0535438172519207
3174,6304,YOVJT4Qre68,UCEYLpoyY9gqmLx9D5mGN4yw,"No van a la guerra pero Financian el Bombardeo a Gaza, Palestina y contra todo enemigo de Israel es su Enemigo.  Son Judios, no?",[0. 0. 0. ... 0. 0. 0.],guerra financian bombardeo gaza palestina enemigo israel enemigo judio,-1.0,0.6860460638999939,0.02947157248854637,0.38355496525764465
3175,6306,YOVJT4Qre68,UCyMImJfwzSpCHi3AW9EOAeA,VAGOS Y PARASITOS... hunden a Israel.. deberian enviarlos a otra parte..,[0. 0. 0. ... 0. 0. 0.],vago parasito hunden israel deberian enviarlo part,-1.0,0.07652732729911804,0.056062962859869,0.10881411284208298
3176,6307,YOVJT4Qre68,UCZeVOXl_dgt6d6qrooFU_LQ,La religion se la pasan x los huevos son asesinos y punto,[0. 0. 0. ... 0. 0. 0.],religion pasan huevo asesino punto,-1.0,0.06251876056194305,0.0113207483664155,0.03225681185722351
3177,6308,YOVJT4Qre68,UCKAcUPGyhjF3XYD76xXPaAw,"COMO EN TODAS LAS GUERRAS LOS SOLDADOS SON LOS DE LA ZONA RURAL ,DESENPLEADOS , HOMBRES SIN PREPARACION ACADEMICA Y LOS DE DINERO MUY BIEN .YO DIGO .O TODOS EN LA CAMA O TODOS EN EL SUELO . ASI ES LA VIDA DE INJUSTA .
OARANDO PARA QUE LOS MISILES NO MATEN INOCENTES 🤔",[0. 0. 0. ... 0. 0. 0.],toda guerra soldado zona rural desenpleado hombr preparacion academica dinero bien digo cama suelo vida injusta oarando misil maten inocent,-1.0,0.6031362414360046,0.011803178116679192,0.25001147389411926
3178,6309,YOVJT4Qre68,UCZeVOXl_dgt6d6qrooFU_LQ,Estos cerebro lavado trapudos susios asesinos,[0. 0. 0. ... 0. 0. 0.],cerebro lavado trapudo susio asesino,-1.0,0.025826333090662956,0.03422151505947113,0.03571915999054909
3179,6310,YOVJT4Qre68,UC7Wd5QUvZdwz8GDT-aSauPQ,-Lo que es ser cobarde pero tarde que temprano los obligaran a estar en el ejercito como todos los demas(espero),[0. 0. 0. ... 0. 0. 0.],cobard tard temprano obligaran ejercito dema espero,-1.0,0.18184728920459747,0.011255105026066303,0.11692003905773163
3180,6314,aHg6dUZtYRs,UCWk1RBHfiy8VLNCGXp0NI-A,Lo que no es normal que Europa consienta un gobierno A punto de ser COMUNISTA O UNA REPUBLICA BANANERA,[0. 0. 0. ... 0. 0. 0.],normal europa consienta gobierno punto comunista republica bananera,-1.0,0.6756260395050049,0.04963390901684761,0.3912685811519623
3181,6315,aHg6dUZtYRs,UCWk1RBHfiy8VLNCGXp0NI-A,NOS ESTÁN ARRUINADO A LOS ESPAÑOLES ESTE GOBIERNO NEFASTO PARA ESPAÑA Y LOS ESPAÑOLES.,[0. 0. 0. ... 0. 0. 0.],arruinado espa ole gobierno nefasto espa espa ole,-1.0,0.0369134247303009,0.013222411274909973,0.032930172979831696
3182,6317,aHg6dUZtYRs,UCWk1RBHfiy8VLNCGXp0NI-A,"Menos despilfarro a otros países y más ayudas a Los españoles, pero no a Los CHIRINGUITOS de tú gobierno..",[0. 0. 0. ... 0. 0. 0.],meno despilfarro ayuda espa ole chiringuito gobierno,-1.0,0.04899178072810173,0.009555350057780743,0.022232579067349434
3183,6318,aHg6dUZtYRs,UCWk1RBHfiy8VLNCGXp0NI-A,"GOBIERNO DE ESPAÑA..PSOE HA MUERTO SE LO ZAMPO EL COMUNISMO RADICA..
NOS GOBIERNA EL SANCHÍSMO CON LA ULTRA EXTREMA IZQUIERDA RADICAL PODEMITAS COMUNISTAS INDEPENDENTISTAS BILDU ETA, QUE SON LOS ENEMIGOS DE ESPAÑA Y AHORA ESTA PACTANDO CON EL PRÓFUGO DE LA LEY POR TRAICIONAR LA UNIDAD DE ESPAÑA..",[0. 0. 0. ... 0. 0. 0.],gobierno espa psoe muerto zampo comunismo radica gobierna sanch ultra extrema izquierda radic podemita comunista independentista bildu enemigo espa ahora pactando fugo traicionar unidad espa,-1.0,0.0359998419880867,0.011026204563677311,0.037902649492025375
3184,6323,aHg6dUZtYRs,UC1vTZe_AsaSE21JHT51v4zg,"Mira que lo intento pero no puedo ver a este tio mas de 10 segundos seguidos, prefiero leer los comentarios para saber lo que ya se, que la mentira para el es como el dios de los cristianos, algo que no puede faltar ni un segundo, lo preocupante es que el se piensa que dice la verdad y no miente, solo cambia de opinion.",[0. 0. 0. ... 0. 0. 0.],mira intento puedo segundo seguido prefiero leer comentario saber mentira dio cristiano pued faltar segundo preocupant piensa dice verdad mient solo cambia opinion,-1.0,0.01585710607469082,0.009175061248242855,0.0116751529276371
3185,6324,aHg6dUZtYRs,UCE9SgiCz6uK_klMKt372g8A,"No lo soporta, es lo más tramposo que he visto jamás, como se llaman los  que nil sienten ni  padecen .??????",[0. 0. 0. ... 0. 0. 0.],soporta tramposo visto llaman sienten padecen,-1.0,0.13303591310977936,0.028257133439183235,0.08702091127634048
3186,6325,aHg6dUZtYRs,UCaOyDduJrcoqAGlift9UYMg,Pero el feminismo ya es por si solo un movimiento extremista como el machismo.,[0. 0. 0. ... 0. 0. 0.],feminismo solo movimiento extremista machismo,-1.0,0.1301795244216919,0.01098506711423397,0.03161284700036049
3187,6328,aHg6dUZtYRs,UC4jWfvDakb1DyfXIBxWAlAw,"Por cierto, a quien le habla??? Si hay 4 gatos aguantando sus mentiras!!!",[0. 0. 0. ... 0. 0. 0.],cierto habla gato aguantando mentira,-1.0,0.06595718115568161,0.04583270102739334,0.04174932464957237
3188,6330,aHg6dUZtYRs,UCoFnA0AVDLPbcAOUwiDDlnQ,Realmente wstab hablando solo,[0. 0. 0. ... 0. 0. 0.],realment wstab hablando solo,-1.0,0.028947927057743073,0.0153622692450881,0.01781610958278179
3189,6331,aHg6dUZtYRs,UCF1AxrLBmimVVHbShflw3Lg,"Creador de antagonismos entre españoles, entre rejas tendria que estar por alta traicion",[0. 0. 0. ... 0. 0. 0.],creador antagonismo espa ole reja tendria alta traicion,-1.0,0.06104990839958191,0.03088822029531002,0.039142463356256485
3190,6332,nWms7yL6ibQ,UC__mXKk3-E_1fX0lYtcswfA,gracias a don TXAPOTE DON PEDRO SANCHEZ EL GRANDE DE ESPAÑA 4 añoss mas nuestro presidente y los fascistas a mamarla 4 añoss masss,[0. 0. 0. ... 0. 0. 0.],gracia txapot pedro sanchez grand espa president fascista mamarla masss,-1.0,0.012767046689987183,0.014665894210338593,0.018483322113752365
3191,6333,nWms7yL6ibQ,UC9FZGimKoAs1EYO0SaqUXQg,Este hombre está amargado 😅,[0. 0. 0. ... 0. 0. 0.],hombr amargado,-1.0,0.2308596819639206,0.1424298733472824,0.14198747277259827
3192,6334,nWms7yL6ibQ,UC5fpIOHQz1p2lhCHZjsyKIw,Por mi si a la amnistía.beneficie a Quien beneficie. No cuente historias para no dormir. Con el PP nadie quiere negociar por eso no es presidente.,[0. 0. 0. ... 0. 0. 0.],amnist benefici benefici cuent historia dormir nadi quier negociar president,-1.0,0.03367343917489052,0.009954716078937054,0.02390453964471817
3193,6337,nWms7yL6ibQ,UCikVCziqG10iFcBEH6OCZzA,FARSANTE,[0. 0. 0. ... 0. 0. 0.],farsant,-1.0,0.03954033553600311,0.02788565494120121,0.03816279023885727
3194,6355,GcBP7j438Js,UCXjgQ6LCTj3aDSkNkLCo9Fg,Nadie me gana en ortografía.,[0. 0. 0. ... 0. 0. 0.],nadi gana ortograf,-1.0,0.04020746797323227,0.015402625314891338,0.020734800025820732
3195,6359,v1xwcvX0yNY,UCDueZVRD4TBTC0bPF0IBE7g,"El presidente, que nos llevó a una guerra injusta🤮🤮",[0. 0. 0. ... 0. 0. 0.],president llev guerra injusta,-1.0,0.08130264282226562,0.02133019082248211,0.05494745448231697
3196,6360,v1xwcvX0yNY,UCbUvD6VNYmqiuZvrM_9Rwew,Aznar asegura que en Barcelona existen armas de destrucción masiva,[0. 0. 0. ... 0. 0. 0.],aznar asegura barcelona existen arma destrucci masiva,-1.0,0.024792319163680077,0.006620270200073719,0.01521198358386755
3197,6361,v1xwcvX0yNY,UC08L184WQrTzFrNczjSgtig,Fascista santurrón eso es lo que eres Aznar,[0. 0. 0. ... 0. 0. 0.],fascista santurr aznar,-1.0,0.016446031630039215,0.017136329784989357,0.018977664411067963
3198,6362,v1xwcvX0yNY,UC08L184WQrTzFrNczjSgtig,ya lo creo sobre todo contigo mira la que nos buscastes cuando los atentados meterte donde no debías charquero metiche pero como tú no hibas en esos trenes verdad ni tu familia,[0. 0. 0. ... 0. 0. 0.],creo contigo mira buscast atentado metert charquero metich hiba trene verdad familia,-1.0,0.10942955315113068,0.03459690883755684,0.052002422511577606
3199,6363,v1xwcvX0yNY,UCwT_s-rVEc0rnVJNl6olgQg,"DA GUSTO OIR AL GRAN FASCISTA K NOS LLEVO A  1 GUERRA CON 4 MENTIRAS.
ME GUSTA LA FRUTA",[0. 0. 0. ... 0. 0. 0.],gusto gran fascista llevo guerra mentira gusta fruta,-1.0,0.06552089005708694,0.04101782664656639,0.054180413484573364
3200,6365,v1xwcvX0yNY,UCkjCwbl3c1N5vhIt5lI2_sg,Cuidado con el ladrón de los andaluces se llama Juan Manuel  moreno  le roba hasta a sus hijos desterrar lo de Andalucía,[0. 0. 0. ... 0. 0. 0.],cuidado ladr andaluc llama juan manuel moreno roba hijo desterrar andaluc,-1.0,0.0373954251408577,0.008921032771468163,0.023687079548835754
3201,6367,v1xwcvX0yNY,UCW-bQ-LZAzwlgWykEElbbgA,"Este señor aznar ve armas de destruccion masiva por todos lados, 
ahora cree que las tiene sanchez .
Pida usted perdon por engañarnos con el atentado, y diga tambien que usted voto no a la constitucion .
y alianza popular se abstubo ,y ahora son tan democraticos .",[0. 0. 0. ... 0. 0. 0.],aznar arma destruccion masiva lado ahora cree sanchez pida ust perdon enga arno atentado diga tambien ust voto constitucion alianza popular abstubo ahora democratico,-1.0,0.04184109345078468,0.013670201413333416,0.024221964180469513
3202,6368,v1xwcvX0yNY,UCbw7x8s6ixj60QMLg5Wf6Vg,"Da gusto oir a Aznar, no a los cenutrios que tenemos ahora """" viva Aznar *",[0. 0. 0. ... 0. 0. 0.],gusto aznar cenutrio ahora viva aznar,-1.0,0.025193143635988235,0.012978141196072102,0.02224438264966011
3203,6373,v1xwcvX0yNY,UCDO_X9dfDELD9YkSI8Dvc_g,Que viene a desir tu viendo como robaste siendo presidente asnar,[0. 0. 0. ... 0. 0. 0.],vien desir viendo robast siendo president asnar,-1.0,0.015003017149865627,0.009050242602825165,0.013394557870924473
3204,6377,v1xwcvX0yNY,UCcm9XdMoyQ6hDDGuSMiRXPQ,esto es la  gran mentira del  PP envidiosos JaJa 🤣,[0. 0. 0. ... 0. 0. 0.],gran mentira envidioso jaja,-1.0,0.05399269983172417,0.0734969973564148,0.05650518462061882
3205,6379,hqDcpAGxIKI,UCHaklrpiVFVFJwrTRKQrrzw,"Damos pena,que mal habitada esta España, con gente que todo le da igual",[0. 0. 0. ... 0. 0. 0.],damo pena habitada espa gent igual,-1.0,0.12492042034864426,0.02789955772459507,0.06282175332307816
3206,6381,hqDcpAGxIKI,UCU2fsvRaTNH3uyNsOoIx4FA,Periodismo matraca solo piensan en ellos,[0. 0. 0. ... 0. 0. 0.],periodismo matraca solo piensan,-1.0,0.10620129108428955,0.015325894579291344,0.05113282427191734
3207,6383,hqDcpAGxIKI,UCDnhbz_VNOWqBOA82gzu2AA,"Cada vez esto se parece mas a la España del 36.Los mismos actores,psoe,erc,comunistas,batasunos.....Van buscando cargarse la libertad  ,derechos ,propiedad privada y dignidad de los españoles.Tenemos que parar esto.",[0. 0. 0. ... 0. 0. 0.],cada parec espa mismo actor psoe comunista batasuno buscando cargars libertad derecho propiedad privada dignidad espa ole parar,-1.0,0.023890668526291847,0.0063211931847035885,0.022508418187499046
3208,6384,hqDcpAGxIKI,UC9IMyoriNjcff0v6_9S55ig,Dejaros de tanta mierda mediática y echar huevos a lo que realmente necesita este pais y no es otra cosa nada más que la verdadera unidad de nuestros pueblos como única sociedad y no como utilizarnos como medios para sus fines políticos,[0. 0. 0. ... 0. 0. 0.],dejaro tanta mierda medi tica echar huevo realment necesita pai cosa verdadera unidad pueblo nica sociedad utilizarno medio fine tico,-1.0,0.04653415456414223,0.006972667761147022,0.02037196047604084
