,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
3518,PZVuLGROZvw,UCufAJcT_ForU1qOta-ZiExA,"¿La guerra más sangrienta de la historia de Latinoamérica? Yo diría que guerra internacional, porque la guerra más sangrienta ha sido el conflicto armado interno de Colombia. No hay otro evento con tantas pérdidas y víctimas en la región como este, y lo más horrible es que aún continúa. Se debió a la época de La Violencia, periodo en el que se calcula hubo unos 300.000 muertos.",[0. 0. 0. ... 0. 0. 0.],guerra sangrienta historia latinoam rica guerra internacion guerra sangrienta sido conflicto armado interno colombia evento tanta rdida ctima regi horribl contin debi poca violencia periodo calcula muerto,-1.0
3521,BvoB_lQ2Dr0,UCI8GqbBj6gq59AJmjBs8MFA,Violaciones en ucrania y q disen de israel en palestina x q ahi no dicen nada,[0. 0. 0. ... 0. 0. 0.],violacion ucrania disen israel palestina dicen,-1.0
3524,BvoB_lQ2Dr0,UCdoUCDgEm0SbDelS46T5ulQ,"La oaz de los gringos es de ceme retios , ese selor esra oendejo",[0. 0. 0. ... 0. 0. 0.],gringo ceme retio selor esra oendejo,-1.0
3525,BvoB_lQ2Dr0,UCdoUCDgEm0SbDelS46T5ulQ,Por que hay vases terroristas gringas a lo jsrfo de America????????????????????,[0. 0. 0. ... 0. 0. 0.],vase terrorista gringa jsrfo america,-1.0
3526,BvoB_lQ2Dr0,UCdoUCDgEm0SbDelS46T5ulQ,"Las gallinas cacaraquean.... por que Rusia no deberia tener bases axa en América,  es logico .... se debe poberle oaro al terrorismo gringo.",[0. 0. 0. ... 0. 0. 0.],gallina cacaraquean rusia deberia tener base rica logico debe poberl oaro terrorismo gringo,-1.0
3527,BvoB_lQ2Dr0,UCBvxwLhb4R22Jn-0p2U6htg,Que interesante es alarmante que rusia mande militares a nicaragua y cual es el problema  si nuestro presidente lo hace porqué  no se cuestionan las bases imperialista que hay en todos los paises latino americano  que tienen por favor dejemos la hipocresia sean mas profesionales somos un pais soberano y libre que viva mi presidente daniel ortega,[0. 0. 0. ... 0. 0. 0.],interesant alarmant rusia mand militar nicaragua problema president hace porqu cuestionan base imperialista pais latino americano favor dejemo hipocresia profesional pai soberano libr viva president daniel ortega,-1.0
3530,BvoB_lQ2Dr0,UClzlVbMQPyT-onfOKTHcChw,Mi comentario es que los anglisajones  son griminales intocables se acuerdan estos criminales acabaron con los pueblos ansestrales ya se olvidaronvestos son criminales historicos y tu que pinsas los anglosajones son unos depredadores de la tierra quierenbarasar con todo pero no podran,[0. 0. 0. ... 0. 0. 0.],comentario anglisajon griminal intoc acuerdan criminal acabaron pueblo ansestral olvidaronvesto criminal historico pinsa anglosajon depredador tierra quierenbarasar podran,-1.0
3535,BvoB_lQ2Dr0,UCEWpOCSLY55fKPBIb-mehbQ,Nicaragua es un pais libre y trae a quien le da la gana  y tu no eres nadie para cuestionar las decisiones de un gobierno.,[0. 0. 0. ... 0. 0. 0.],nicaragua pai libr trae gana nadi cuestionar decision gobierno,-1.0
3536,BvoB_lQ2Dr0,UCjjWKwbKZd542QYccxiDEew,Yo diría que las tropas EEUU más bien estimulan el narcotrafico,[0. 0. 0. ... 0. 0. 0.],tropa eeuu bien estimulan narcotrafico,-1.0
3537,BvoB_lQ2Dr0,UCjjWKwbKZd542QYccxiDEew,Nada hacen el comando sur de EEUU contra las drogas no sea mentiroso deja que Nicaragua tengan el apoyo de los rusos,[0. 0. 0. ... 0. 0. 0.],hacen comando eeuu droga mentiroso deja nicaragua apoyo ruso,-1.0
3538,BvoB_lQ2Dr0,UCIq802k1IikhnTCNBvFVNAg,"Exacto iraura, cuanta hipocresía, ademas acompañada por la prensa",[0. 0. 0. ... 0. 0. 0.],exacto iraura cuanta hipocr adema acompa prensa,-1.0
3545,G6C90SNyiJA,UCUsPAYzlFdJXNHkvsJFyqGA,Qué bueno y en Colombia. somos tán ricos en agua.pero  los ampones guerrilleros no dejan tranquilos ampesinos..y ahora menos con éste presidente.corrupto que les permite todo.,[0. 0. 0. ... 0. 0. 0.],bueno colombia rico agua ampon guerrillero dejan tranquilo ampesino ahora meno president corrupto permit,-1.0
3551,G6C90SNyiJA,UCRZ1fwFqqbooiDmds4LWxlQ,"Perdón ¿líder mundial en la gestión del agua? Si lo que han hechos esos criminales es quitarle las aguas a Gaza, atreves de invasiones.",[0. 0. 0. ... 0. 0. 0.],perd mundial gesti agua hecho criminal quitarl agua gaza atrev invasion,-1.0
3555,G6C90SNyiJA,UCwTbjK_gaWljgRay5y34UeQ,"Los hechos hablan por sí mismo un pueblo que quiere vivir en paz lo demuestra alimentando a su gente, al trabajo perseverante y organizado, ejemplo de vecinos que viven de la ayuda internacional por no tener comida, pero si armamentos rústicos empeñados por mejorarlos no, viven odiando y echando culpas en lugar de organizarse en el trabajo para no depender de otros tienen tierras. El mar  ven el ejemplo de Israel en lugar de seguirlo lo odian sin apartar la envidia en sus corazones y lo. Peor otros pueblos lejanos los ayudan diciendo(pobrecitos) demos les comida, Israel del desierto produce pan  ellos no son pobrecitos, d, xaman",[0. 0. 0. ... 0. 0. 0.],hecho hablan mismo pueblo quier vivir demuestra alimentando gent trabajo perseverant organizado ejemplo vecino viven ayuda internacion tener comida armamento stico emp ado mejorarlo viven odiando echando culpa lugar organizars trabajo depend tierra ejemplo israel lugar seguirlo odian apartar envidia corazon peor pueblo lejano ayudan diciendo pobrecito demo comida israel desierto produc pobrecito xaman,-1.0
3559,G6C90SNyiJA,UCKhZPYluSb_N2gNT-7krwUA,Aqui en mi pais Dios nos dejo todo ya echo agua dulse y rios arrollos posos rebalsando de agua y ademas llueve muy fuerre y solitas las plantas cresen y dan su producto x eso se llama pais de la eterna primavera lo unico que la gente no recoge su basura y la esta contaminando.,[0. 0. 0. ... 0. 0. 0.],aqui pai dio dejo echo agua duls rio arrollo poso rebalsando agua adema lluev fuerr solita planta cresen producto llama pai eterna primavera unico gent recog basura contaminando,-1.0
3560,7_EFH950LAI,UCaaYfc8MUDxXpL2VcA8Tq0w,Ayuda me mandaron ha hacer cartel de esto,[0. 0. 0. ... 0. 0. 0.],ayuda mandaron hacer cartel,-1.0
3576,7_EFH950LAI,UC18UWD3GkQaBOu_oNjKC_Mg,El imperialismo afecto america latina en el siglo XIX???? Me podrías ayudar,[0. 0. 0. ... 0. 0. 0.],imperialismo afecto america latina siglo podr ayudar,-1.0
3582,hkTyeh6Br6o,UCY4OvyefckUsd7TRQqiOpKQ,Hay un capitulo de gusanos asquerosos que era muy dificil de ver,[0. 0. 0. ... 0. 0. 0.],capitulo gusano asqueroso dificil,-1.0
3587,hkTyeh6Br6o,UCgJAVY_58b9Ooej1eINv_ew,"hablan entre ellos, el invitado ha hablado un 5%, y muchas veces ni si quiera lo miran, que rabia",[0. 0. 0. ... 0. 0. 0.],hablan invitado hablado mucha vece quiera miran rabia,-1.0
3589,hkTyeh6Br6o,UCQSigTg3OexXf_Li0POub1w,Lo de quien es el pirata de la intro lo explican en una de las películas sino mal recuerdo (lo interpretaba Antonio Banderas). 👀❣️,[0. 0. 0. ... 0. 0. 0.],pirata intro explican cula sino recuerdo interpretaba antonio bandera,-1.0
3599,hkTyeh6Br6o,UCzTKzZarspLelXo0RF9FUsA,Se olvidó de mencionar las pizzas para el público. Bueno un fallo lo tiene cualquiera :),[0. 0. 0. ... 0. 0. 0.],olvid mencionar pizza blico bueno fallo cualquiera,-1.0
3603,QegjSFvjX3A,UCo11haS8iiQksFvrNc_aNKQ,Es que no hay nadie que tenga cojones y acabe con toda esta basura de gobierno,[0. 0. 0. ... 0. 0. 0.],nadi cojon acab toda basura gobierno,-1.0
3605,QegjSFvjX3A,UCx_k61UlLEjXavX3F34x4jw,"Pense que solo en mexico avía corruptos, ahora se de donde aprendieron, saludos",[0. 0. 0. ... 0. 0. 0.],pens solo mexico corrupto ahora aprendieron saludo,-1.0
3607,QegjSFvjX3A,UCjb65nQAVp-TdHS5RjP9pqQ,en Barcelona con este dinero compraron cámara para robarnos más dinero con la zona de bajas emisiones...en Barcelona nos gobiernan los 40 ladrones y Ali Baba esta en waterlu de vacaciones .,[0. 0. 0. ... 0. 0. 0.],barcelona dinero compraron mara robarno dinero zona baja emision barcelona gobiernan ladron baba waterlu vacacion,-1.0
3608,QegjSFvjX3A,UCK2YF_rmk2RTysu3xUZpT8A,es lo que tiene darle el dinero a unos mafiosos que se lo quedan ellos y el que tiene que repartir ni siquiera saben a quienes tiene que dárselo que son a empresas ESPAÑOLAS.,[0. 0. 0. ... 0. 0. 0.],darl dinero mafioso quedan repartir siquiera saben rselo empresa espa ola,-1.0
3609,QegjSFvjX3A,UCFBy47-AAXg0iiPtpsWFYMw,Y seguimos con la vergüenzas de la Corrupción del Socialismo 🦧🦧,[0. 0. 0. ... 0. 0. 0.],seguimo verg enza corrupci socialismo,-1.0
3610,QegjSFvjX3A,UCjw8ist7gSOZdnsfF6KxqiQ,Que vergüenza,[0. 0. 0. ... 0. 0. 0.],verg enza,-1.0
3612,QegjSFvjX3A,UCNb8sqvi6Janl7no1AP-T6g,Donde estan los francotiradores por dios,[0. 0. 0. ... 0. 0. 0.],estan francotirador dio,-1.0
3613,QegjSFvjX3A,UCHOMwns-2fS2L-t-sGj_ALQ,¡¡QUE VERGÜENZA DE PAÍS!!,[0. 0. 0. ... 0. 0. 0.],verg enza,-1.0
3614,QegjSFvjX3A,UCRilT1t03rwiVYgrE40CaEg,Que pasa que la UE no toma buena nota y actúa en consecuencia con este desgobierno de España.,[0. 0. 0. ... 0. 0. 0.],pasa toma buena nota consecuencia desgobierno espa,-1.0
3618,QegjSFvjX3A,UCqSxo3bxIVnDAny7T4RTlyA,Este gobierno es una mafia de frutas,[0. 0. 0. ... 0. 0. 0.],gobierno mafia fruta,-1.0
3621,nhkz-kL7RtY,UCICW1Zp1tUgkVKDfZ_9myJw,"bolivia si ganó y perdió territorios 
pérdidas territoriales verdaderas 
el litoral 
mato grosso 
puna de Atacama",[0. 0. 0. ... 0. 0. 0.],bolivia perdi territorio rdida territorial verdadera litor mato grosso puna atacama,-1.0
3626,nhkz-kL7RtY,UCRoHufb3O3Bq8rHyfGPMLBA,Aguanta chileno deja de hablar mal de bolivia,[0. 0. 0. ... 0. 0. 0.],aguanta chileno deja hablar bolivia,-1.0
3627,nhkz-kL7RtY,UCRoHufb3O3Bq8rHyfGPMLBA,Bolivia tenia puertos echos 3n los dela guerra con chile  y com brasil mararon alos bolivianos en el acre 1900  y 1903 termino guerra con brasil y todo por culpa de empresas extrangeras,[0. 0. 0. ... 0. 0. 0.],bolivia tenia puerto echo dela guerra chile brasil mararon alo boliviano acr termino guerra brasil culpa empresa extrangera,-1.0
3629,nhkz-kL7RtY,UC2SPEA7izY1CCNVbcO3j7xw,Qué triste como sd aprovecharon los países limítrofes.,[0. 0. 0. ... 0. 0. 0.],trist aprovecharon trofe,-1.0
3631,nhkz-kL7RtY,UCKRSgmlk24EIbvgX9KBEP9Q,vaya m i e r d a de opinion,[0. 0. 0. ... 0. 0. 0.],vaya opinion,-1.0
3633,nhkz-kL7RtY,UCXRgvZ_QFtC99IO9dXWRUwg,Los paises becinos tienen gente en las froteras nomas en el centro estan vacios,[0. 0. 0. ... 0. 0. 0.],pais becino gent frotera noma centro estan vacio,-1.0
3635,nhkz-kL7RtY,UCEBumoj97aDNJzNT83T2FCg,"Bolivia no era pobrecito,tuvo gobernantes codicioso que influencidos por la hiena ARG que les quita el 2 de territorio que perdieron con chile en la confperubolivia , 1836 batalla de Yungay ,  arg lo influyen en no acordar límites fronterizos con chile y apoyar en la gdpacifico no cumplen por qué niegan por Patagonia",[0. 0. 0. ... 0. 0. 0.],bolivia pobrecito gobernant codicioso influencido hiena quita territorio perdieron chile confperubolivia batalla yungay influyen acordar mite fronterizo chile apoyar gdpacifico cumplen niegan patagonia,-1.0
3639,nhkz-kL7RtY,UCMk7IiJPOLuHehWrGZ3f26A,Fue injusto que bolivia perdiera el acre me pregunto los bolivianos no piensan recuperarlo fue territorio legitimo de bolivia usurpado por un pais agresor y opresor de paises vecinos bresil enemigo natural de nuestras tierras😮😊,[0. 0. 0. ... 0. 0. 0.],injusto bolivia perdiera acr pregunto boliviano piensan recuperarlo territorio legitimo bolivia usurpado pai agresor opresor pais vecino bresil enemigo natur tierra,-1.0
3641,2zavmf4GlzM,UCRHnDvNhE6emYNhA8OT-4Mg,2:00 Eso mismo dijo Mourinho en su dia sobre los arbitros xD,[0. 0. 0. ... 0. 0. 0.],mismo dijo mourinho arbitro,-1.0
3643,2zavmf4GlzM,UCT07UGC8Dbxkf5gAN-gzSvA,"Si, de verdad es una barbaridad y una brutalidad la cantidad de comida que tiran los establecimientos, por desgracia para la mayoría es lo más cómodo, pero gracias que hay muchos también que destinan la comida que sobra para distintos fines, comedores, animales callejeros y demás. Yo desde luego no puedo tirar comida y tampoco verlo, se me abren las carnes..",[0. 0. 0. ... 0. 0. 0.],verdad barbaridad brutalidad cantidad comida tiran establecimiento desgracia mayor modo gracia tambi destinan comida sobra distinto fine comedor animal callejero luego puedo tirar comida tampoco verlo abren carn,-1.0
3645,2zavmf4GlzM,UCHxNxszu4TqAWMZsob-qavw,Tipex es la marca del corrector.,[0. 0. 0. ... 0. 0. 0.],tipex marca corrector,-1.0
3648,2zavmf4GlzM,UCiJ4YpTJgsbTPcLJ6V0RQHg,Soy Español y estoy de acuerdo con que se tira mucha comida a la basura,[0. 0. 0. ... 0. 0. 0.],espa acuerdo tira mucha comida basura,-1.0
3655,2zavmf4GlzM,UCVEc26HUfmcRJhJeTy1gUDw,"Lo de tirar la comida es un grave error que se está corrigiendo un poquito, es complicado regular esto cuando circula tanta cantidad de comida a diario.",[0. 0. 0. ... 0. 0. 0.],tirar comida grave error corrigiendo poquito complicado regular circula tanta cantidad comida diario,-1.0
3656,2zavmf4GlzM,UCVEc26HUfmcRJhJeTy1gUDw,"A mí la morcilla nunca me ha gustado, es asquerosa",[0. 0. 0. ... 0. 0. 0.],morcilla nunca gustado asquerosa,-1.0
3660,lWEnII1bIOQ,UCjgc0MqE1i9omcNJ9a_TqQQ,Haha lo único ridiculo que escucho es cuando dice participaron 15 países entre ellos Colombia. Eso eso menciona 😂,[0. 0. 0. ... 0. 0. 0.],haha nico ridiculo escucho dice participaron colombia menciona,-1.0
3662,lWEnII1bIOQ,UCI6sUsRiPEFWi34CRDGszZQ,"Van a tener que unificarse y tener un sistema entre lo chino, japonés porque ambos países están fracasando y colapsando.",[0. 0. 0. ... 0. 0. 0.],tener unificars tener sistema chino japon ambo fracasando colapsando,-1.0
3667,lWEnII1bIOQ,UChcHenJ3PzRRdWi8-YbUUGw,"Me impresiona y me da ganas de llorar a lo que puede llegar el hombre en su pecado de ambición y obstinación, echándole la culpa a Dios.",[0. 0. 0. ... 0. 0. 0.],impresiona gana llorar pued llegar hombr pecado ambici obstinaci ndole culpa dio,-1.0
3669,lWEnII1bIOQ,UCRtxF7vfpfXTkpzBycGiDog,Que triste ver cómo una sola nación es dividida al igual que Alemania con la gran fortuna para los alemanes de que la dictadura alemana no era tan fuerte como la north coreana. Y por eso pudieron liberarse del flagelo comunista y socialista. En North corea hay canibalismo por el hambre mientras el gordito dictador y su familia están bien gorditos. Que mentira el socialismo y el comunismo.,[0. 0. 0. ... 0. 0. 0.],trist sola naci dividida igual alemania gran fortuna aleman dictadura alemana fuert north coreana pudieron liberars flagelo comunista socialista north corea canibalismo hambr mientra gordito dictador familia bien gordito mentira socialismo comunismo,-1.0
3676,lWEnII1bIOQ,UCrExB5n2uutrlrAzQhlnIow,"Al final la historia solo revela la hipocresía del mundo, se unieron EEUU y Rusia para frenar a Hitler, quien era un luchador anticomunista que convirtió su país en potencia y salvó Alemania de las garras del comunismo judío que ya la tenia devastada, al lograr quitar del camino a Hitler se vuelven a retomar los odios entre EEUU y Rusia, y en vez de afectarse ellos mismos, toman arbitrariamente un país y se lo reparten como si fuera una torta en mitades que hasta el sol de hoy ese conflicto sigue pues no se ha declarado la paz. Ya en Venezuela somos victimas de ambas potencias pues el chavismo apátrida y traidor regala nuestro petróleo y arco minero a EEUU y Rusia, ambas potencias sin entrar en guerra se reparten a mitad nuestros recursos, y el gobierno comunista de Chávez y ahora Maduro sostienen un discurso antiimperialista que es mas falso y nadie se lo cree. A fin de cuentas como dijo el Dr. Salvador Borrego, en la segunda guerra mundial quien perdió no fue Alemania sino el mundo entero.",[0. 0. 0. ... 0. 0. 0.],final historia solo revela hipocr mundo unieron eeuu rusia frenar hitler luchador anticomunista convirti potencia salv alemania garra comunismo tenia devastada lograr quitar camino hitler vuelven retomar odio eeuu rusia afectars mismo toman arbitrariament reparten torta mitad conflicto sigu pue declarado venezuela victima amba potencia pue chavismo trida traidor regala petr arco minero eeuu rusia amba potencia entrar guerra reparten mitad recurso gobierno comunista ahora maduro sostienen discurso antiimperialista falso nadi cree cuenta dijo salvador borrego segunda guerra mundial perdi alemania sino mundo entero,-1.0
3677,lWEnII1bIOQ,UCxjKc2PAB9H2NsiprmdOnMw,"Según yo, el primer conflicto entre el bloque capitalista contra el bloque comunista fue la Guerra Civil Griega 👀",[0. 0. 0. ... 0. 0. 0.],primer conflicto bloqu capitalista bloqu comunista guerra civil griega,-1.0
3683,9vbjdSmxW_A,UC8fwwm4aUI0MDpbRdtLzTLQ,"Amo este vídeo, me salvó de leer toda la noche para terminar la tarea de historia❤",[0. 0. 0. ... 0. 0. 0.],salv leer toda noch terminar tarea historia,-1.0
3693,9vbjdSmxW_A,UC_7htT-rvZDDlkYBtvMZfpA,Hernán Cortés me la pela y que chingue a su madre donde quiera que esté 🙏😃,[0. 0. 0. ... 0. 0. 0.],hern cort pela chingu madr quiera,-1.0
3696,9vbjdSmxW_A,UCtoBecGChOa6Y6zJ8qfObUw,"Yo ando viendo esto porque me pasaron una tarea de resumir esto en 1 o 2 hojas...

























Xd",[0. 0. 0. ... 0. 0. 0.],ando viendo pasaron tarea resumir hoja,-1.0
3697,9vbjdSmxW_A,UC-4f6JLRY2WyOYt6SCnIKhw,"no se dice ""conquista"", fue una invasion, uno mas idiota que el otro, con razon les dicen 'monos'",[0. 0. 0. ... 0. 0. 0.],dice conquista invas idiota razon dicen mono,-1.0
3698,9vbjdSmxW_A,UCIqIWiAhLUwHGgw2ICMxpBA,"The genocide that this man intentionally perpetrated is WORSE than the Holocaust. 

The original Spaniards who became the original Mexicans are equally guilty of genocide as Hitler. 

Cortez is burning in hell right now. If I saw his grave I'd spit on it. 

Mexicans who celebrate Cortez are the same as Germans celebrating Hitler.",[0. 0. 0. ... 0. 0. 0.],genocid that thi intent perpetr wors than holocaust origin spaniard becam origin mexican equal guilti genocid hitler cortez burn hell right grave spit mexican celebr cortez same german celebr hitler,-1.0
3701,OUfoY7h46fM,UCZFsrwNlONx2NW5eA-u8leQ,"No me parece profesional hacer un documental partiendo del prejuicio. Desde el inicio se siente tendencioso. Si quieren hablar del control de la gente, por qué no mencionar que Alemania está dominado completame por Estados Unidos (hay varias bases militares estadounidenses dentro de Alemania). Y no me digan que en occidente no estamos controlados por nuestros gobiernos y el capitalismo. Es fácil ver la paja en el ojo ajeno.",[0. 0. 0. ... 0. 0. 0.],parec profesion hacer document partiendo prejuicio inicio tendencioso quieren hablar control gent mencionar alemania dominado completam unido varia base militar estadounidens dentro alemania digan occident controlado gobierno capitalismo paja ajeno,-1.0
3704,OUfoY7h46fM,UCrB1MjeZ90GS3BPaT8OO3vw,"Puras idioteces de los infiltrados, donde queda la autodeterminacion de los pueblos, muy  cacareada por la ONU.",[0. 0. 0. ... 0. 0. 0.],pura idiotec infiltrado queda autodeterminacion pueblo cacareada,-1.0
3712,OUfoY7h46fM,UCHmsOygjC_8eFVKIQRhqccw,Alos judios los isisieron ciudadanos en el mundo secretamente en america latina los judios se casaron con los poderes y dictaduras y comensaron a entrenar alos rejimenes a torturar a arrrancales la unas como Golpiar  ponerles valdes llenos de agua en los testiculos quemaduras de sigarro la capucha q consiste echar cal en una bolsa de plastico y ponerselas en la cabeza y tratar de afixiarlo ademas el saqueo de Los recursos creacion de Los excuadrones de la muerte para eliminar al opositor y de esto no se Abla porque agujas no se pican ente si,[0. 0. 0. ... 0. 0. 0.],alo judio isisieron ciudadano mundo secretament america latina judio casaron poder dictadura comensaron entrenar alo rejimen torturar arrrancal una golpiar ponerl vald lleno agua testiculo quemadura sigarro capucha consist echar bolsa plastico ponersela cabeza tratar afixiarlo adema saqueo recurso creacion excuadron muert eliminar opositor abla aguja pican ent,-1.0
3719,OUfoY7h46fM,UCrBDGois7rRlWL79XhsPJXA,"Gente sencilla, buena y educada a las que les han lavado el cerebro. Diferente al régimen kirchnerista en Argentina, donde tiene gobierna el populismo, la mentira, el engaño y está llena de planeros que cagan en un tarro y no conocen las calles de asfalto, pero te votan igual, como los kirchneristas de La Matanza.",[0. 0. 0. ... 0. 0. 0.],gent sencilla buena educada lavado cerebro diferent gimen kirchnerista argentina gobierna populismo mentira enga llena planero cagan tarro conocen call asfalto votan igual kirchnerista matanza,-1.0
3720,cXZElen1sTk,UCVBZZYzv3DtJFS7h3_zTxUg,"Gracias por hacer un programa tan completo, que nos hace ver la realidad en el mundo y en España, lo de Gaza es tan horrible, que cualquier charla que lo critique, es bueno, para ver en qué situación estamos.",[0. 0. 0. ... 0. 0. 0.],gracia hacer programa completo hace realidad mundo espa gaza horribl cualquier charla critiqu bueno situaci,-1.0
3721,cXZElen1sTk,UCqwmA88uyfZOhP5IzPH-hng,Ayuso ya no llega con el conocimiento justo para pasar el día y pide anticipos para unas horas por eso tiene un guionista que aún tiene menos conocimiento más infantiles que un niño de 4 años,[0. 0. 0. ... 0. 0. 0.],ayuso llega conocimiento justo pasar pide anticipo una hora guionista meno conocimiento infantil,-1.0
3722,cXZElen1sTk,UCVBZZYzv3DtJFS7h3_zTxUg,"Tiene mucha razón Manu, la Pandemia ha hecho mucho daño, la teoría de la conspiración, ha hecho que personas que votaron a Podemos, ahora votan a VOX. Son personas que les ha ido bien, tienen una pequeña empresa y se creen las tonterías, sobre que no hay libertad, con los aviones que no hay cambio climático, eso hace que puedan hacer lo que quieran sin sentirse culpables. Pueden pagar poco a sus empleados y empiezan a culpar a los emigrantes de que no pagan impuestos. Todo empieza viendo ""Quinto milenio"" Viendo por Internet, opiniones sobre antivacunas, que nos quieren eliminar Bill Geist y la agenda 2030 es horrible y cuando preguntas, porque? No saben decirte nada, ni lo han leído. Solo ve seudo médicos, con argumentos tontos. 😢",[0. 0. 0. ... 0. 0. 0.],mucha manu pandemia hecho teor conspiraci hecho persona votaron podemo ahora votan persona bien pequ empresa creen tonter libertad avion cambio clim tico hace puedan hacer quieran sentirs culpabl pueden pagar empleado empiezan culpar emigrant pagan impuesto empieza viendo quinto milenio viendo internet opinion antivacuna quieren eliminar bill geist agenda horribl pregunta saben decirt solo seudo dico argumento tonto,-1.0
3724,cXZElen1sTk,UCrH-Se-Isx6fFhICRuD_wiA,"La derecha de todo el planeta mundial esta banalizando el mal y a los dictadores y criminales genocidas , son hipocritas , el cinismo de toda esta gente su  falsedad, las mentiras junto a la crueldad de sus actos , su maldad esta mas que evidenciada en estos ultimos tiempos en los que vivimos , antes no lo sabiamos pero ahora ya casi todo el mundo lo sabe , todos sabemos quien son estos criminales .",[0. 0. 0. ... 0. 0. 0.],derecha planeta mundial banalizando dictador criminal genocida hipocrita cinismo toda gent falsedad mentira junto crueldad acto maldad evidenciada ultimo tiempo vivimo sabiamo ahora casi mundo sabe sabemo criminal,-1.0
3725,cXZElen1sTk,UCrH-Se-Isx6fFhICRuD_wiA,"Bueno , aunque España compra misiles a Israel , España también vende armas a Israel , el presidente, P Sánchez le dijo a Netanyahu las cosas como son , los Israelitas pensaban que el presidente Español iba a agachar la cabeza ante el poder avasallador de Israel y pensaron que el presidente iba hacer la pelota como de costumbre , pensaron que iba a ser como Jese M Aznar , pero se equivocaron , fue honesto y justo y dijo lo que pensaba , lo que pensamos todos los seres humanos empáticos y  éticos  sensibles a la barbarie que todos /as, estamos viendo y no podemos permitir , hay que decirlo al mundo y hay que protestar e intentar que lo paren , están matando a la gente allí y eso no hay que permitirlo es un crimen y los que lo están causando y lo defienden son unos asesinos .",[0. 0. 0. ... 0. 0. 0.],bueno aunqu espa compra misil israel espa tambi vend arma israel president nchez dijo netanyahu cosa israelita pensaban president espa agachar cabeza poder avasallador israel pensaron president hacer pelota costumbr pensaron jese aznar equivocaron honesto justo dijo pensaba pensamo sere humano tico tico sensibl barbari viendo podemo permitir decirlo mundo protestar intentar paren matando gent permitirlo crimen causando defienden asesino,-1.0
3726,cXZElen1sTk,UCrH-Se-Isx6fFhICRuD_wiA,"Palestina es el verdadero dueño y Señor de las tierras y los territorios de Gaza y también  los territorios y tierras  que ocupan los colonos Israelitas  , así que esa gente que se ha instalado allí y se les ha dejado vivir  en los  territorios de  Palestina y ahora están causando destrucción y asesinatos a la población civil de Gaza , lo que tienen que hacer es  marchar de allí y abandonar las tierras ocupadas con amenazas y crímenes , deben ser desalojados ....no se puede vivir con esa inseguridad ciudadana y esos crímenes , no puede ser , afuera de allí y que se busquen otro sitio , otro lugar... ya no se pueden tener allí , hay que expulsarlos de allí .",[0. 0. 0. ... 0. 0. 0.],palestina verdadero tierra territorio gaza tambi territorio tierra ocupan colono israelita gent instalado dejado vivir territorio palestina ahora causando destrucci asesinato poblaci civil gaza hacer marchar abandonar tierra ocupada amenaza mene deben desalojado pued vivir inseguridad ciudadana mene pued afuera busquen sitio lugar pueden tener expulsarlo,-1.0
3731,cXZElen1sTk,UC38ACnK8atkovIBE81pF8hg,"Ayuso  es mas cansina, tiene una pedrada",[0. 0. 0. ... 0. 0. 0.],ayuso cansina pedrada,-1.0
3732,cXZElen1sTk,UCq8mdDfMB4BA-kSQojhuDIA,"Kissinnger, ese mostruito, Premio Nobel de la paz es patético
Al final ni ahi, hay honradez 
Una pena",[0. 0. 0. ... 0. 0. 0.],kissinng mostruito premio nobel tico final honradez pena,-1.0
3749,Vbu6tH0Hc-o,UCRc_vXdTYxoJU7yQ4zMJ-QQ,hitler:se viene secuela chavales,[0. 0. 0. ... 0. 0. 0.],hitler vien secuela chaval,-1.0
3750,Vbu6tH0Hc-o,UCWhRp4LwiEUkFG9SjgDOWpw,"Alemania en 1918 toda destruida

Hitler: mi momento ha llegado 😎🤓",[0. 0. 0. ... 0. 0. 0.],alemania toda destruida hitler momento llegado,-1.0
3753,Vbu6tH0Hc-o,UCI4gAELw3C9lv4of4eYg9nQ,"Cuánta hipocresía de los líderes de los países que pelean.. envidia avaricia HURTO, asesinato sin límites, y todo por tener más (robar) tener más poder, más tierras, más minerales, más gas, más petróleo, más esclavos, etc., etc., etc..",[0. 0. 0. ... 0. 0. 0.],hipocr dere pelean envidia avaricia hurto asesinato mite tener robar tener poder tierra mineral petr esclavo,-1.0
3754,Vbu6tH0Hc-o,UCeCcsxUWnAz6elZtbOTOGoQ,"si se fijan son los mismo piases colonialistas y arrogantes de poder , exceptuando a Rusia, los mismo que hicieron la 1, 2 y a hora quieren la 3 europeos , gringos etc.",[0. 0. 0. ... 0. 0. 0.],fijan mismo pias colonialista arrogant poder exceptuando rusia mismo hicieron hora quieren europeo gringo,-1.0
