index,category,comment,num_cat,ideología política,machismo,racismo
131,ideología política,"1° lugar la S.S española no te paga el paga el paro. 
2° lugar es la Tesorería de la S. S la que paga el paro. 
3° En caso de que te vayan o te hayan operado y hayas dejado de cotizar en la S.S solo depende del Dr. que esos medicamentos sean gratis o que pagues una cantidad simbolica por ello. 
4° Haber si nos informamos un poco más sobre la S.S española. 
5° El problema de muchos hispanoamericanos es que queréis saber más que los propios nacionales. 
6° 🙏😌",0,1,0,0
1437,ideología política,"Te falto un ultimo punto : que aun ya siendo paises independientes en africa, siguen los europeos conteniendo a africa para su desarrollo ya que no les conviene su desarrollo, sobretodo por sus recursos naturales. el mas claro ejemplo es que en algunos paises que fueron de la africa oriental francesa usan el Franco CFA de África Occidental como moneda oficial que esta relacionado al franco frances.",0,1,0,0
66,ideología política,"En la publica en traumatología son unos carniceros.
No consigues ni una resonancia magnetica.
Quizás te receten ibuprofeno y calmantes, pero todos los deportistas estan operados por la privada. Por algo será. No hay que ser hipócrita en la vida: lo barato sale caro y lo gratis acaba masificandose y lleno de funcionarios vagos.
Publica: listas de espera y un pozo sin fondo donde los médicos en patologias leves-medio graves en traumatología se la pela lo que te pase.
Por algo los médicos buenos cobran 250 euros por consulta, nisiquiera pasan consulta con seguro privado.
Todos defienden la publica por un tema ideologico, pero todos los ricos, deportistas de alto nivel, hacen uso de la privada.",0,1,0,0
1777,machismo,"Nada mas está haciendo drama para que hablen de ella en la prensa. SI estoy enferm@ Voy hago lo posible por curarme y ya , no que la dramática hasta despedida hizo y sigue vivita y dramatizando,",1,0,1,0
1501,racismo,"La ropa de la moda rápida no solo termina en los países pobres de Europa , también llega a contaminar Latinoamérica , específicamente en el Norte Chile , nuestro desierto se a convertido en uno de los más grandes vertederos de la ropa europea y gringa desechada , ocasionando una grave contaminación que nadie detiene al 2023 😢",2,0,0,1
2223,ideología política,Vale madres su pinche trabajo... como se dejan...ya ni los mexicanos inmigrantes..vamos a tolerar abusos...basta,0,1,0,0
2093,ideología política,Comida ecologica pa vosotros lps doctores que teneis muchas perras lo demas somos mileuristas con hijos no tenemos dinero ni pa acelgas que vale um manojo 3e .mas caras que la gasolina. Nada se comera verdura de vez en cuando y la carne esta toda hormonada nadie esta libre. Los gobiernos han destruido el mundo y ya no dan soluciones el fin del planeta llegara. Nadie para los viajes de ricos por ocio con aviones contaminando. Pa que matarnos a tomar hiervas y verduras si el aire es nocivo no sirve de nada. Mejor cuidarse pero no obsesionarse con nada comer de todo un poco,0,1,0,0
354,machismo,"- Usted se dejó maltratar durante años por un novio maltratador y luego nos culpa a todos los hombres inocentes, que somos la inmensísima mayoría.

- También victimiza a todas las mujeres dignas y valientes que no se dejan maltratar como usted, que son la inmensísima mayoría. 

-Entonces usted misma es una calumniadora y maltratadora pero multiplicado exponencialmente.

- Usted afirma  “A mí me pegaron, me quemaron, me violaron, me dejaron en un descampado, me asfixiaron, me insultaron y me humillaron”. Esta es una descripción tan truculenta y dramática que cualquiera pensaría en el brutal asesinato de la pobre Sandra Palo, PERO USTED NI SIQUIERA DENUNCIÓ NUNCA AL PRESUNTO CRIMINAL, que casualmente era su novio.

P.D.: Le voy a formular varias preguntas por mera curiosidad: 

- Si un hombre, en el legítimo ejercicio de su libertad sexual y sentimental, rechaza a una mujer por su sobrepeso, (o por una eventual falta de inteligencia, autoestima o belleza), ¿se convierte también en un machista y un maltratador?

- ¿Cuánto dinero gana usted al año por sus cursos y conferencias por toda la geografía nacional, (financiados por diversas instituciones públicas y privadas), además de con sus libros, (generosamente promocionados por esas mismas instituciones),?

- De cuántos cargos institucionales o para-institucionales disfruta usted y cuánto dinero percibe por ellos?.  

- ¿Opositó usted para acceder a dichos cargos o fueron adjudicados a dedo?.",1,0,1,0
963,racismo,Ayyy amiga... No haz aprendido nada de la pandemia... Quien va seguir creyendo en esos líquidos..al menos hubieras investigado si son o no seguras..,2,0,0,1
1438,racismo,AFRICA ES POBRE PORQUE USA Y EUROPA LOS ROBA TODO,2,0,0,1
1774,machismo,"Cansada de ser la cantinflora de las lesbianas de tanta pareja y pareja oviamente se va a enfermar.


Aver si ya le paras de ser la facilita del espectaculo",1,0,1,0
86,ideología política,"Me quito el sombrero ante sus palabras 🤠😇🙏❤️🇪🇦 protección autóctona urgente gracias Saludos patria o muerte 😪 tenemos más demanda que oferta de trabajo tenemos la tasa de paro más alta de Europa y cada vez menos oportunidades más imigracion y más crispación, tenemos que hacer piña limpia y protección autóctona urgente deportar para cuadrar números poner límites aranceles y acabar con la nefasta influencia del exterior, España no puede mantener más imigracion respeto ley y orden para garantizar la seguridad social laboral y económica medio España en paro tenemos que cerrar Prixline y demás entidades opacas",0,1,0,0
128,ideología política,Solo un Reproche los latinos son los italianos que son de la península  itálica,0,1,0,0
2025,ideología política,"Despojos? Que palabra llena de ignorancia; Rusia son los Soviets, siempre han Sido superiores a occidente; aún quedan hijos de la Revolución, que harán respetar a la patria grande, en todo sentido, como ahora que están haciendo temblar y derrotar a los enemigos occidentales.",0,1,0,0
1325,ideología política,"La gente exige una atencion en la sanidad publica como si  fuesen  de la realeza, quieren ir  al especialista que  deciden  despues de autodiagnosticarse, y lo quieren para  YA,  y resultados instantaneos, si al tomar la primera dosis de medicacion no se curan dicen que es una porqueria la  seguridad social, despues se hacen un seguro privado y se van a la publica a pedir los tratamientos, tambien se  dan casos que  mujeres que van a parir a la privada y felicisimas, pero si el bebe  nace con problemas,  los derivan inmediatamente a la publica que  ahi  es donde hay mas medios, mas personal y  todos los especialistas  necesarios para  atender urgentemente a ese  bebe. Algun dia la gente echara en falta la atencion que tenemos ahora,  y sera entonces cuando ya no haya vuelta atras",0,1,0,0
500,ideología política,"Eso le pasa al pueblo cubano por cobarde y dar bendiciones, la libertad vale la pena matar y hasta morir por tenerla,los Castros tienen a ese pueblo como sus esclavos eternos",0,1,0,0
310,machismo,"vivir con una persona así es un infierno,lo digo por experiencia,mi abuela es una lunática.",1,0,1,0
1613,ideología política,"En Colombia, como me imagino es en muchos países, cuando un paciente es declarado, por ejemplo con hipertención por la IPS, (muchas veces sin estudios previos, solo por encontrárseles la presión alta) pasa el reporte a la EPS y es un paciente que ingresa a un programa subsidiado por el gobierno, ahí comienza una romería de medicamentos y estudios aumento de dosis y otros medicamentos que van deteriorando órganos como el coreazón, pancreas, hígado, riñones, llevánodolo con el tiempo a ser un paciente diabético, siendo una gallinita de oro para éstas entidades vampiras, al final es un paciente renal con diálisis  casia diario, todo pago por un programa gubernamental que beneficia solo a unos cuantos, Acá hay investigaciones como los carteles de la diabetes y de la hemofilia",0,1,0,0
943,ideología política,Lo de Chernóbil fue un accidente... ¿Por qué No van los gringos de national geographic a ver Las consecuencias de Lo que sus compatriotas hicieron en japón? Y también nos muestran su videito al respecto.,0,1,0,0
1772,ideología política,Quien es esta señora? Porqué le dan tanta importancia?,0,1,0,0
1986,ideología política,"Hay muchos problemas en esta Constitución propuesta, pero el más importante, peligroso y aberrante es que se somete la Soberanía a los tratados Internacionales y como Chile ha firmado muchos, ya a estas alturas Chile ya casi no nos pertenece. Se apropiarán de todos  nuestras riquezas naturales. Esa es la razón de que el Sec.General de la ONU viene a Chile a visitar la Antártica. Conclusión es una Constitución antipatriótica.

Falsedad difundida que eliminarán    el Impto. Territorial y nadie dice que es después de 6 años 

¿Puede FONASA o el Estado absorber los 18 millones de Chilenos en Salud. La Propuesta aumentará la gran distancia del que puede pagar y del pobre. Obviamente el de menos recurso recibirá una prestación inferior",0,1,0,0
338,racismo,A los chinos no les importa un carajo la OMS jajajajajajajjaa,2,0,0,1
2069,ideología política,"Así es otra vez van a querer encerrarnos ,y otra vez comienza en China y sabe comencemos otro año con nueva Plandemia,pero no pienso inocularme nada ,no lo hice con lo otro y no lo haré con esto ,q todos mis familiares vacunados se enfermaron y yo aquí gracias a Dios no me dió nada y espero seguir igual sin ponerme esas porquerías .Confío en Dios no en el hombre q es el peor depredador del propio hombre ,pues si Chile es el único q tiene vacunas por mi q se las queden todas gracias,ya se por donde va esto ,a formar de nuevo a las cabras humanas y obedientes p inocularlos.Y los matasanos matando gente d una forma u otra .",0,1,0,0
1362,racismo,Como odio a los chinos…,2,0,0,1
474,ideología política,"El desplante que le hizo a la Reina fue lamentable.
Una cínica. Sofía siempre será la Reina.  Letizia Falsa!",0,1,0,0
2031,ideología política,"Que equivocados estan los vasallos Alemanes de los Anglosajones, Alemania tiene inflacion, recesion y desinduztrializacion mientras que Rusia tubo crecimiento de 3% en 2022 y 1.8% en el 2023.",0,1,0,0
2094,ideología política,"Otros dicen que es por las mucosas del cuerpo desgastadas este por los estrogenos y yo lo que pienso es que todo esta acabado verduras con pesticidas carnes de pueblo adulteradas en mataderos locales y sobretodo medicos que solo dan medicamentos. Dice ay que controlar que quiere decir comer verdura solo pues menudas diarreas da la verdura, nada tonterias bebete un cubata cuando puedas y cuando te tengas que comer un potaje hechale habichuelas verdes y una naranjas y no te obsesiones y al final todos moriremos. Los vegetarianos son extremistas y la verdura lleva pesticidas nada esta libre y la carne es proteina para cerebro asi que venga videos de internet que mandan jengibre y plantas esto tampoco te libra de una crisis de colon espastico o de fibromialgia o de cancer. Si te toca cancer te toca.",0,1,0,0
1730,machismo,Por culpa de esta vieja estoy haciendo el trabajo en la prepa,1,0,1,0
688,ideología política,"3:00 porque la corrupción es infinita. Los hijos de los políticos socilistas venezolanos, que se hicieron millonarios robando recursos del país y arruinando a la población, tienen a sus hijos estudiando en Francia y seguramente usan becas de aquí y de allá, además del dinero robado.",0,1,0,0
550,ideología política,"Ya está bien, ya está bien, ya está bien.
Primero hemos de considerar lo que esa legión de privilegiados considera ""bajos salarios"", segundo, hemos de tener en cuenta que se decretó un Estado de Alarma, lo que implica que el Estado está autorizado a utilizar TODOS LOS RECURSOS HUMANOS Y MATERIALES DEL PAÍS. Tercero, supuestamente, esa legión de privilegiados hizo un Juramento que les obliga y ata...
Pero en este país, la Legión de privilegiados  que ha dadospaña sólo sabe chupar de la teta, chupar de la teta, chupar de la teta, chupar de la teta, chupar de la teta...
Salud.",0,1,0,0
1988,ideología política,"yo votaré rechazo, por los tratados sociales que serán desconocidos, y la privatización de los hospitales y la salud, que se guarda bajo la manga la derecha. sus mentiras de las expulsiones de extranjeros, si fueron ellos mismos que permitieron la entrada de inmigrantes sin freno. para echar los inmigrantes se requiere un decreto ley y no cambiar a una constitucion a la maña de la derecha y dc.",0,1,0,0
1879,racismo,"ya deberian declarar china no apto para viajar y cerrarkes las fronteras.....ellos no van a decir nada como en el covid19 que se origino ahi tambien,,,,,ya por ellos millones de personas murieron por no decir nada.....los chinos se callan la boca asi que es mejor no esperar nada de ellos y entrar otra vez en proteccion.....con uso de mascarillas nuevamente",2,0,0,1
1541,ideología política,"Hipra es una farmaceutica para animales , cerdos",0,1,0,0
57,ideología política,"La sanidad es una mierda como una casa , es muy buena para el que viene de fuera , para el que es de aquí , ni es gratuita ni nada de nada , a mi me cobran quitándome todos los meses dinero de mi nómina ,para colmo mi mujer tiene un bulto en el pie y le dicen que eso no se lo cubre la seguridad social , 😮😂me quedado alucinado ,pero esto que es 😂😂😂me río por no llorar , pero si quieres ponerte RABO eso sí qu te entra ,despues de lo que pagamos , y tenemos que recurrir a un medico privado ......😮",0,1,0,0
979,machismo,"Cuando Vieron Mi Escula Traidora Qué Iva Llegar A Termino De Mi Carrera Me Truncaron.
Todos Los Líderes Sindicales Corrieron A Muchos Trabajadores Obreros Sindicales.
Incluyendo A Mi Padre.
Tuve Qué Salir De La Escuela Para Mi Mantener A Mis Padres Y Hermanos.
Les Di Prioridad A Ellos Que Eran Hombres.",1,0,1,0
790,racismo,el salvador y ecuador re pobres pero mas q nosotros incluso con la `pobreza ilógica nuestra,2,0,0,1
730,ideología política,"chavales  ,que se rompe  España   , lo dice una chica muy lita , que lo sabe todo o es que no tiene mas que decir  , es su discurso , claro  , Pero  ella tendrá  estudios , por lo menos será bachiller , aunque no lo creo , en cuanto le pase esta etapa que se pasará , ahora es muy amiga del desgalichado  del hormigueo  se van",0,1,0,0
2034,racismo,"Pobre Armenia, fue el primer país del mundo en declarar el cristianismo cómo religión oficial y los azerbayanos que quieren controlar el alto Karabaj quieren islamizar a la fuerza, es obvio que Turquia apoye a Azerbaiyán por dos razones: son países turquitos y son países islámicos, y no es de extrañar que Turquia siempre quiere contrariar a Armenia ya que hasta la fecha el régimen turco no quiere reconocer el genocio armenio, el genocidio griego y el genocidio asirio... por eso aún las relaciones entre Turquia y Armenia y las relaciones entre Turquia y Grecia son tensas, y aún se manipula a otros países islámicos para influir en estos conflictos, por ejemplo Pakistan no reconoce diplomaticamente a Armenia pero si apoya Azerbaiyán y a su vez Armenia no reconoce a Pakistan pero si apoya a India en cuanto a lo de Cachemira. Por eso Europa especialmente Grecia al ser cristianas apoyan a Armenia mientras que Turquia y demás países islámicos apoyan a Azerbayan

Turquia también tiene el conflicto abierto con Grecia por la posición de apoyo a Chipre",2,0,0,1
1318,ideología política,El socialismo es la etapa previa al Comunismo 😑; se supone que ya establecido el socialismo todos los líderes deben desaparecer y todos vivamos en igualdad y ahí entonces es Comunismo; peeero; obviamente es una fantasía o utopía porque siempre termina en dictadores con todo el poder así que lo que deberíamos de hacer es prohibirlo tal como el Fascismo; porque EEUU 🇺🇸 es capitalista y los pobres tienen tarjetas food stamps para comida y seguros médicos sin embargo en los países comunistas la gente se está muriendo de hambre a tal punto que la frontera de Mexico 🇲🇽 con Texas está colapsado de tantos emigrartes de todo el mundo; hasta los chinos están llegando por ahí.,0,1,0,0
749,racismo,"Otra vez los chinos ,causando problemas,  a la humanidad ,que quieren , que más pronto se termine este mundo,porque ya de plano no se puede vivir , en este mundo tan cruel , tantas enfermedades, tanta miseria, tanta droga, ya nesecitamos con urgencia el reino ,o gobierno , de Dios, ya deplano,❤❤❤❤❤❤😂😂😂😂😂❤❤❤❤",2,0,0,1
1388,ideología política,Pinches tareas culeras,0,1,0,0
4101,racismo,"Ella si es una racista de primera , y aun aún dice que los negros corren más que el blanco hay si fuera al revés espero no ganes nada y haya una blanca te doble corriendo",2,0,0,1
1959,machismo,Tiparraca,1,0,1,0
337,ideología política,"TODA RIDICULA GERRA ,,,, SOLAMENTE TRAE MAS PENAS ,,,, Y MAS PROBLEMAS ,,,,",0,1,0,0
598,machismo,E por que destruis mi vida y despues te alejas de mi por ser yo fuiste famoso llevas mi amor para ir a inbertir todos por ai atras de la mujer fasil ese amor es solo tu y yo no es de nadie yo nesesito de mi amor fuiste a disfrutar con otras de mi amor yo no te di para ir a regalar a otras mujer sinberbuenza vividora fea fea ya me pone nerviosa y me ase doler mi cabeza tu te burlas no mas de mi aqui y fuiste por ai otras ves a burlar de mi no quiero ver mas esa mujer toxsica,1,0,1,0
171,racismo,"¿ Porqué, siendo hispana te haces llamar ""Eve's Planet""...?
¿ Eres antiespañola ?",2,0,0,1
2495,ideología política,"Esta mujer es una vendepatria llamando a mas sanciones, presa es lo que tienes que ir",0,1,0,0
4058,machismo,La cuca se apellidara como sea pero es una macarra de libro,1,0,1,0
2924,ideología política,Esta bruja es más izquierdoza que Nicolás maduro fuera del parlamento,0,1,0,0
3204,ideología política,"Esta mujer es una corrupta y totalitaria, en este país un político pierde las elecciones y se les asciende, el pueblo se las trae al pairo y en este caso LOS MENORES TAMBIÉN SE LA RESVALA A ESTA MALVADA .
Y DA IMPRESIÓN DE BUENA Y DULCE DULCE, LA MUY MALVADA",0,1,0,0
2809,racismo,Que se regresen los negros a su pais,2,0,0,1
4433,machismo,"Tu me caes bien tu esposa no, busca su mejor angulo , vive de la canidad , de lo que se fncejezera , muy frivola, vacia , que lastima da que es bonita, pero hueca",1,0,1,0
366,racismo,"*Construyan una alcantarilla llena de ᗰ1ᗴᖇᗪ4 como yo y mi madre marroquí, y los ᗰ1ᗴᖇᗪ4S GENOClDAS, SAQUEADORES LADRONES Y ASESIN0S DE LOS INGLESES BRUTÀNICOS, y pongan un escrito en el que pido perdón por adorar a una saqueadora y asesina como la reina lagarta muerta de INGLA_M1ERD4!*",2,0,0,1
2257,racismo,luego le toca a los dominicanos y haitianos por su oro en la frontera . esa militar estaunidense que se meta con el de korea o china a ver como le va.,2,0,0,1
914,ideología política,"Armengol sinvergüenza, vendida",0,1,0,0
1201,racismo,A VER SI LOS CHORIZOS YANKIS NOS DEVUELVEN LA ISLA,2,0,0,1
1306,machismo,Manipuladora,1,0,1,0
2394,ideología política,Tan bonita y tan zurda esra weona,0,1,0,0
1746,ideología política,El Esequibo es de Venezuela cómo las Malvinas de Argentina fuera los drogadictos gringos de nuestras América,0,1,0,0
371,racismo,"Más allá del repudio a la esclavitud importada por los negreros ingleses y portuguéses con la ayuda enorme de otros pueblos africanos. Acá en Uruguay el puerto de Montevideo fue la puerta de entrada de los esclavos. Allí eran tasados y vendidos. Sabemos de lo malo que hacían amos blancos a sus esclavos. Pero como bien relatan las crónicas de los viajeros que llegaban al Plata, los esclavos compartian el mate, servido por ellos, en el campo era el asado. Era parte de la familia pero no dejaban de ser una cosa que se podía vender como un animal.",2,0,0,1
3671,racismo,"EL TEMA CON HAITI Y QUE PREVALEZCA LA RAZA NEGRA DE ESA MANERA , NO LO DICES BIEN . ES QUE HAITI LUEGO DE REVELARSE CONTRA LOS ESCLAVISTAS FRANCESES Y DECLARASE LIBRES, MATARON A TODOS LOBLANCOS QUE ENCONTARON. INCLUSO LOS FRANCESES SE ESCONDIAN EN MONTES Y CUEVAS Y ELLOS LES OFRECIAN UN PERDON Y CUANDO ELLOS SE ENTREGABAN LOS MATABAN TAMBIEN. LA FORMA PREFERIA ERA LA DEPATITACION. ESTO POR LOS ABUSOS A LOS QUE ERAN SOMETIDOS LOS NEGROS POR LOS COLONIZADORES. ES ASI COMO HAITI LLEGO A SER UN PAIS DE NEGOR CASI EN SU TOTALIDAD.",2,0,0,1
4019,racismo,Puta policia,2,0,0,1
4107,machismo,Menuda payasa,1,0,1,0
2519,racismo,Que se largen para el Reino unidos esos invasores de Malvinas.,2,0,0,1
2494,machismo,Esta mujer esta super loca,1,0,1,0
2473,racismo,"Y no es más fácil que los estadounidenses se vayan a México,que está más cerquita.Aqui en España no nos hacen falta.Los anglosajones siempre han creado problemas.",2,0,0,1
3492,ideología política,Fuera yankis de la tierra sagrada de Puerto Rico. España os espera con los brazos abiertos.! Viva Puerto Rico!,0,1,0,0
198,racismo,"Gibraltar lo regaló un rey francés traidor a España...no se puede regalar un pedazo del país por muy rey que seas pues había población española que fue maltratada saqueada y desterrada..repoblando con extranjeros estómagos agradecidos ...Cuando se cerró la frontera la colonia era dependiente del dinero britanico...tras hacerlo paraíso fiscal y bunkering están ricos y ya no dependen del dinero ingles ...Pero lo peor es el paraíso militar y las armas nucleares ocultas en la Roca..el cableado espía ,la base de submarinos con entrada bajo el mar en base_gruta..donde permanecen cuatro submarinos armados con misiles nucleares.",2,0,0,1
2265,racismo,"anglosajones mostrando su actitud de esclavistas y piratas, una pena que venezuela tenga a la marioneta de cuba como presidente, aunque gane maduro, su gente no vera nada",2,0,0,1
4323,ideología política,"45:21 Dios, quitarle a un país dos terceras partes de su territorio, 800.000 personas, 45% en la capital, con una densidad de población de 4 personas por Km2 ((compararlo con Europa Paco) con unos territorios con tradición Jurídica, tomados por la colonia  inglesa, de manera depredadora como lo hizo con Gibraltar, para ser un país mediterráneo, estando en el mar del Norte. Y dices ser Hispanista, humildemente, se te ve el bojote, y si no te pagan, para ir contra tu propia gente, como ese español venezolano, que vino de niño por la guerra civil. Que pena
No eres Hispanistas, eres inglés y Gibraltar para los Inglese y Ceuta y Melilla para los marroquíes, que está en África, aunque Miranda, prócer Venezolano fue héroe de Melilla",0,1,0,0
3497,ideología política,"Que yo sepa, no existe en el mundo una situación ni parecida a la que están viviendo los puertorriqueños como colonia o botín de guerra de EE.UU arrebatado a España. Puertorrico era España , era una provincia más de España, próspera, desarrollada y orgullosa de ser la primera provincia y comunidad autónoma de ultramar española, 
Deben salir de las garras de los Yankys  si quieren ser libres, es una misión difícil pero no imposible, volver a casa con la familia sería lo mejor para todos después de llevar tantos años secuestrados por ese monstruo anglosajón despiadado, espero que más pronto que tarde regresen a reunirse con la familia que les está esperando
Adelante la reunificación de España y puertorrico!!",0,1,0,0
4034,ideología política,Que vaya hacerse los covoy CON LOS RUSOS..LE VAN DAR UNA PALISA QUE SU VIDA SE OLVIDAR LA OTAN ...Y EN ESPECIAL    A LOS PIRATAS .ERGES .INGLES....Y PEGUE ...Y PEGUE..RUSIA  PEGUE 👍🇷🇺👍🇷🇺,0,1,0,0
3380,racismo,"Como no lo van a oler con 250 para ganar 10 000 hay q ser escupido, al primer error directamente se corta, CUIDADO EL MISMO CUENTO DE EMBAUCAR ES CON MAS DINERO Y ESTAN LAS PAGINAS WEB DE CRIPTOMONEDAS;... CUIDADO!!!!!!!!     Es lo mismo que hace los africanos pidiendo dinero a mujeres viejas y haciéndose  pasar  como militares y enamorandolas, pero estos tipos NO SABEN LO QUE LES ESPERA!!!",2,0,0,1
3246,racismo,"Entretanto, esos que nos dan lecciones todo el día de moral, se dedicaban a impregnar tejidos para que los indios norteamericanos palmasen (entre muchas otras canalladas), y luego casi destruyen China inundándola de opio con sus fumaderos.... y hasta hoy, haciendo las mismas marranadas con sus tóxicos ""farmacéuticos"" y el tráfico a escala mundial de todo tipo de drogas. Tenemos unos amos que son una delicia realmente.",2,0,0,1
4464,machismo,"Que tía más manipuladora,todo pa mi,es li que tiene la extrema ,extrema,quien es la mantenía?,vete a trabajar y a estudiar.",1,0,1,0
583,racismo,Se hacen endejos los gringos ponen su  reja siempre dentro de territorio Mexicano,2,0,0,1
1045,racismo,"las tierras de lo que llaman america ni es de los gringos ni de los mexicanos descendientes de españoles.
estas tierras son de los indigens nativos , los gringos son usurpadores tanto los llamados gringos o blancos  anglos y   los  descendientes de españoles, de parte de lo llamado mexico., la invacion ilegal es tanto de los anglos como de los españoles.",2,0,0,1
4321,ideología política,"Él Esequibo es dé Venezuela. Desde tiempos dé sus pueblos  nativos indígenas que désde siempre an vívido en éstos territorio . Guyana es un territorio y Colonia dé negros africano que fueron traídos cómo esclavos. Su idiomas es el inglés.ni Español habla porque no les importa la cultura latina.por lo tanto son colonia inglesa.es por eso que el gobierno de Guyana sé somete a las empresas extrageras que son dé Inglaterra y Estados Unidos.
No tiene valores Morales latina.
Es por eso que Venezuela tiene todo El derecho de defender su territorio y él Esequibo es dé Venezuela",0,1,0,0
1546,racismo,Los mejores son Estados Unidos los canadienses los españoles los chinos Por qué ellos vienen a invertir dinero 1 500 000 americanos son personas de la tercera edad y gastan todo su dinero en México lo mismo los canadienses los que no deberían de estar allí son los guatemaltecos los salvadoreños los hondureños los venezolanos son los peores que deberían de estar en México no aporta nada entran como Invasores Y cuándo llegan a Estados Unidos doblan las manos pero la inmigración de México no la respetan entran golpeando policías y todo entran ensuciando todo cómo lo hicieron los hondureños ellos no deberían de entrar a México los cubanos ellos sufren mucho en Cuba no nos quieren mucho los mexicanos en Miami pero en fin que te queden pero lo que son los venezolanos A qué votar los de patitas de México Por qué se creen mucho se creen que son todo igual que los hondureños los salvadoreños y los guatemaltecos no lo necesitamos a ellos no deberían de estar en México,2,0,0,1
16,racismo,"Vaya antes del siglo XV y del siglo VII y verá que los que los colonialistas son los Árabes Islámicos

Además por su posición geográfica en una de las principales vías marítimas del mundo el futuro de Ceuta y Melilla no depende ni dependerá jamás de Marruecos como ha sido siempre a lo largo de la historia y por eso mismo son Españolas mal que le pese a la BBC y a los cipayos Hispanoamericanos a su servicio.",2,0,0,1
4237,racismo,"Yo creo que esta planificado asi.Los politicos europeos estan de acuerdo con la invasion. Supongo que les pagan mucha pasta. Y solo la gente, como en Irlanda, pueden tomar las riendas y cambiar las cosas. Aqui, blanquean a los moros prehistoricos.",2,0,0,1
2004,racismo,En qué lugar del mundo no se metieron esos anglos?😧,2,0,0,1
3276,ideología política,"Dejen de hacerse pajas mentales , como le van a quitar el territorio a los gringos , con el ejército mexicano , hagan el bendito favor , mejor aun , los gringos que son tan buenos y amistosos se lo van a devolver. , delirante",0,1,0,0
2496,ideología política,Cuanto te estaran pagando los gringos,0,1,0,0
4109,racismo,La paleteiro nose por que representa ha España sin ser española que se balla ha África,2,0,0,1
162,racismo,"Sin ser racista voy a decir que muchos de estos extranjeros vienen a vivir a España, sin querer integrarse ni aprender el idioma, para aprovechar nuestros servicios (S. Social, Ayudas, Viviendas, etc) mientras los españoles las pagamos como imbéciles con el sudor de nuestra frente. Si vas a sus países tienes que hablar su idioma y pagar sus servicios sin ningún tipo de ayuda.",2,0,0,1
1053,racismo,Es que da la casualidad de que si tiene que ver por como está Europa llena de ilegales muchos de ellos mahometanos radicalizados que nos hacen atentados matando ciudadanos civiles en todos los paises.,2,0,0,1
901,racismo,Los saqueadores gringos no son bien recibidos en ningun paises porque se meten y saquean de paises mas debiles que ellos.,2,0,0,1
3198,machismo,Esta tipa es una Tirana como ni quiero oirla porque no habla de de Amnistia fuera la Amnistia y fuera esta Golpistas  ya no quiero ni ourte Golpista..,1,0,1,0
3170,racismo,no tengo nada en contra de españa pero este boricua habla por El en Puerto Rico nadie habla de eso solo 1 grupito de blanquitos que no llegan ni a 500 personas,2,0,0,1
906,racismo,Gringos buitres,2,0,0,1
4104,racismo,"Exactamente y pasa igual con las mujeres... Si las mujeres se tiran 10 horas poniendo a parir en grupo a los hombres no pasa nada... Ahora como digas un solo comentario incluso a modo de broma de las tías, olvídate... Y con las razas igual.

Es lo que tiene falsear la historia.... Como cuando se dice que los blancos en EEUU tenían esclavos negros, lo cual es mentira.... Vamos ""blancos"" como lo puedan ser los de ISRAEL.... Porque todos o casi todos los esclavistas eran del pueblo elegido y en otras partes esclavistas negros de verdaderos blancos y hasta de negros, ahh pero eso no existió....

Del mismo modo que supuestamente el pintor austriaco fue supremacista ¿cuánto tiempo? El pueblo elegido llevan como 2000 años siéndolo pero no pasa nada... Es más lo son de peor manera... Los nancys sólo estaban en contra de los que lo han estado toda la humanidad xD. Y los enemigos esos de la humanidad son las víctimas... xD.

Pero todos los que han luchado con ellos no existen, romanos, linaje de egipcio (antiguo), etc, etc... Y a nosotros nos queda poco como no espabilemos... Pero bueno siempre tienes a Sánchez puesto por Soros, uno de ellos y legitimando a ISRAEL para que nos ataquen después de que terminen con los palestinos... Ahora la gente es tan idiota que se piensan que es pro palestina o algo Perro Sánchez jajajajajajjajajaj. Tanto como podemos... Mientras les dan dinero y de cara a la galería, mientras luego va Pablenin con la Kipá de lo musulmán que es....",2,0,0,1
3407,ideología política,Flaca deja de decir libre mercado todo el tiempoooooiooooo,0,1,0,0
833,racismo,Y un mexicano con una gorra yanqui? Manda guevos jajjaja,2,0,0,1
2396,racismo,"Los latinoamericanos pelando entre nosotros mientras que los gringos, y los británicos viendo desde primera fila y disfrutando de la vista, pendiente de meterse otra vez a hechar leña al fuego ... 😒",2,0,0,1
145,racismo,"Primero tienes que explicar a la gente de dónde viene ese pueblo saharaui
Al principio era un grupo de terroristas creado por Argelia, Libia y Egipto 
Además,  los saharauis que viven  en tinduf  viven la pobreza la dictadura  los pobres los obligan de quedarse ahí y los que están aquí en España o Francia disfrutan con el dinero de Argelia",2,0,0,1
362,racismo,"*Soy un ASN0 G4Y marroquí, y mi país marruecos lleno de G4YS como yo está bajo las botas del poderoso y enorme IMPERIO ESPAÑOL desde Ceuta y Melilla.* *Soy una GRANDÍSIMA K4GADA DE SATANÁS, Y SOY G4Y SÚPER P3NDEJ4 PERRITA DE MIS AMOS ESPAÑOLES!*",2,0,0,1
1548,racismo,Yegan a México y se los mandamos a los gringos y canadienses,2,0,0,1
