,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
4948,xOUvkhD9ZeM,UCczk5-FdD7uxsaGMRL4Zdaw,"Hay un término medio: No se va uno del Congreso por respeto a Colombia, pero no se aplaude por respeto a la dignidad. Por lo mismo que Zapatero no debió sentarse, por respeto a los EEUU, aunque no comulgase con su política exterior de entonces",[0. 0. 0. ... 0. 0. 0.],rmino medio congreso respeto colombia aplaud respeto dignidad mismo zapatero debi sentars respeto eeuu aunqu comulgas tica exterior entonc,0.0
4951,xOUvkhD9ZeM,UCBMfe7H3K2AZ7cWDKEQ9gWw,"Democracia
Religión que se basa en la creencia de que la mayoría elige al monarca adecuado",[0. 0. 0. ... 0. 0. 0.],democracia religi basa creencia mayor elig monarca adecuado,0.0
4952,xOUvkhD9ZeM,UC3mK_DKI4aJ3uLl1GBshamQ,"Aquí mi like y comentario.
Gracias por tu trabajo Jano.

Dios salve al algoritmo!!",[0. 0. 0. ... 0. 0. 0.],like comentario gracia trabajo jano dio salv algoritmo,0.0
4953,xOUvkhD9ZeM,UC0XsgdJ0u4sDFrL_Z55akEQ,"discúlpame, puedo resubir fragmentos de tu podcasts a mi mis redes?",[0. 0. 0. ... 0. 0. 0.],disc lpame puedo resubir fragmento podcast rede,0.0
4955,ca8oSGgaQ2M,UCmI8GPozi7k9I_RTg09LR-w,Lo que le debemos a este hombre es mucho y no lo agradecemos independientemente de sus errores sentimentales que no me importan es su vida privada el nunca le fallo a su nacion,[0. 0. 0. ... 0. 0. 0.],debemo hombr agradecemo independientement error sentimental importan vida privada nunca fallo nacion,0.0
4957,ca8oSGgaQ2M,UCLnby5U2_BqcUUJ6MbEVcrA,"Lo que más me ha tocado al Alma es, cuando el señor Franco le dijo: ""Lo único que te pido es: que mantenga la Unidad de España🇪🇦"". El final del vídeo, cuando va dentro del coche que seguro alguna lágrima resbaló sobre su mejilla, mirando hacia el horizonte recordando su principio y final. Tengo 21 años y esta historia me rompió el Alma. Sólo puedo decir: Gracias de Corazón, don Juan Carlos por la Democracia y superar tantas circunstancias con ayuda incondicional  de su ex mujer,  la gran señora y reina de España 🇪🇦 hasta el último suspiro. Dios bendiga su Vida, señor Juan Carlos, rey de España y de los español@s. ❤💛❤🇪🇦😉",[0. 0. 0. ... 0. 0. 0.],tocado alma franco dijo nico pido mantenga unidad espa final dentro coch seguro alguna grima resbal mejilla mirando hacia horizont recordando principio final historia rompi alma puedo decir gracia coraz juan carlo democracia superar tanta circunstancia ayuda incondicion mujer gran reina espa ltimo suspiro dio bendiga vida juan carlo espa espa,0.0
4958,ca8oSGgaQ2M,UCoNTR_9PfLJUIAkNPwE1D6A,Me da tristeza la vida que le tocó al Rey ❤ 💔,[0. 0. 0. ... 0. 0. 0.],tristeza vida,0.0
4960,ca8oSGgaQ2M,UCjrTDXFbeJmehIg24tEVeig,El rey Don Juan Carlos tuvo algunos defectos a lo largo de su vida pero creo que tuvo muchas más virtudes fue humilde simpático en el pueblo cercano supo mantener a España unida como le dijo franco en su lecho de muerte y supo taparle la boca delante de todo el mundo a Hugo Chávez con aquella célebre frase de por qué no te callas demostró también tener agallas cuando había de tenerlas qué es de lo que creo que carece su hijo Felipe VI,[0. 0. 0. ... 0. 0. 0.],juan carlo defecto largo vida creo mucha virtud humild simp tico pueblo cercano supo manten espa unida dijo franco lecho muert supo taparl boca delant mundo hugo aquella lebr frase calla demostr tambi tener agalla tenerla creo carec hijo felip,0.0
4961,ca8oSGgaQ2M,UCT6RKSBuc6DTIaM7z2x11lg,Alguien sabe quién es la princesa que sale en las imágenes de la boda con un vestido rosa estária muy agradecido si alguien me lo dice,[0. 0. 0. ... 0. 0. 0.],alguien sabe princesa sale gene boda vestido rosa agradecido alguien dice,0.0
4963,ca8oSGgaQ2M,UCIz8ooihlMjFz5yiwJF40Mw,En España no hay democracia gobierne quién gobierne JUNTA DEMOCRÁTICA está uniendo al pueblo contra la clase política yo no voto al sistema corrupto!!!,[0. 0. 0. ... 0. 0. 0.],espa democracia gobiern gobiern junta democr tica uniendo pueblo clase tica voto sistema corrupto,0.0
4967,ca8oSGgaQ2M,UCIV8I5yDXv86jcjPdXIY49g,Gracias a él Rey hay paz en España,[0. 0. 0. ... 0. 0. 0.],gracia espa,0.0
4969,ca8oSGgaQ2M,UCN52rCzDzD2dQt2qVCxMlEg,¡Que viva el Rey!,[0. 0. 0. ... 0. 0. 0.],viva,0.0
4970,ca8oSGgaQ2M,UCjGv4WlbBVSNfMAQ1fZU3GA,"Leí en filmaffinity que este documental franco-español no se transmitió en un primer momento en España (y sí en Francia), por haber perdido actualidad. Sonaba a escusa, y lo que sospechaba era que trataba asuntos demasiado inconvenientes para asimilarlos aquí. Sorpresa: resulta que es todo lo contrario. Si no se emitió en ese momento, es porque aquí una visión amable de la Corona no era políticamente correcta.",[0. 0. 0. ... 0. 0. 0.],filmaffin document franco espa transmiti primer momento espa francia haber perdido actualidad sonaba escusa sospechaba trataba asunto demasiado inconvenient asimilarlo sorpresa resulta contrario emiti momento visi amabl corona ticament correcta,0.0
4971,ca8oSGgaQ2M,UCjW-Pp3txjMYurX-hMnZGfg,"es facil para el q opina ahi decir que el rey debia claudicar el primer dia...pero el no estuvo alli. el rey era casi como un inquilino. solo la mirada de ese tal Arias te da la impresion rapida de q te dice ""si estas conmigo viviras, pero si estas en contra de mis ideales eres un rey muerto"" esa gente era tan radical como un taliban y franco era su mesias...el rey tenia q ser muy estrategico y calcular bien sus movimientos sino estaba muerto y luego estos dementes no hubiesen tenido ningun reparo en prender fuego a todos los españoles, eso q ni quepa duda y q iban a perder xq una cosa eran las armas antes de franco y una las armas despues de franco. fue muy inteligente ir a eeuu y buscar un musculo q lo proteja. y vamos q los socialistas no creen en los reyes pero si en los dictadores, pero los dictadores suyos, esos caudillos rojos...eso lo saben ellos y lo sabemos los q tenemos 2 dedos de frente. y dejen al rey en paz coño q unas canitas al aire no lo hacen un diablo, mientras no haya violado a nadie ni nada de eso, no tienen xq joderlo x su vida privada",[0. 0. 0. ... 0. 0. 0.],facil opina decir debia claudicar primer alli casi inquilino solo mirada aria impres rapida dice conmigo vivira ideal muerto gent radic taliban franco mesia tenia estrategico calcular bien movimiento sino muerto luego dement ningun reparo prender fuego espa ole quepa duda iban perder cosa arma franco arma despu franco inteligent eeuu buscar musculo proteja vamo socialista creen rey dictador dictador caudillo rojo saben sabemo dedo frent dejen una canita air hacen diablo mientra violado nadi joderlo vida privada,0.0
4979,wrHiaY92r9w,UCGjRTyQnkFzmrMK5kqkJ35g,"pues visto lo visto, se ha lucido la señora con lo de la forja de un rey...",[0. 0. 0. ... 0. 0. 0.],pue visto visto lucido forja,0.0
4980,wrHiaY92r9w,UCgaM_JVvY0A5BG1dltzpt6w,"El foquismo es una teoría revolucionaria propuesta por primera vez por Amadeo Bordiga pero desarrollada por Louis Althusser y Régis Debray, llevada a cabo por primera vez por el Che Guevara.
En su texto La guerra de guerrillas, Guevara postuló que la experiencia de la Revolución Cubana demostraba que «no siempre hay que esperar a que se den todas las condiciones para la revolución», ya que un pequeño foco que iniciara acciones típicas de la guerra de guerrillas podría lograr con relativa rapidez que la revolución se extendiera, obteniendo así el levantamiento de las masas y el derrocamiento del régimen. El Che consideraba válidas estas consideraciones principalmente para los países con menos desarrollo industrial, y sostenía que los «focos» debían tomar como base social al campesinado.",[0. 0. 0. ... 0. 0. 0.],foquismo teor revolucionaria propuesta primera amadeo bordiga desarrollada loui althuss debray llevada cabo primera guevara texto guerra guerrilla guevara postul experiencia revoluci cubana demostraba siempr esperar toda condicion revoluci pequ foco iniciara accion pica guerra guerrilla podr lograr relativa rapidez revoluci extendiera obteniendo levantamiento masa derrocamiento gimen consideraba lida consideracion principalment meno desarrollo industri sosten foco tomar base social campesinado,0.0
4982,wrHiaY92r9w,UCqV1FQu8TFK6l7Mxp37J38w,"Las banderas en los colegios son la ikurriña y la señera, el resto nada, somo así de listos.",[0. 0. 0. ... 0. 0. 0.],bandera colegio ikurri resto somo listo,0.0
4985,v1K1_HOR_o4,UC6EsqbnFFX_vwWwphkCCT0g,FRANK DUKES.,[0. 0. 0. ... 0. 0. 0.],frank duke,0.0
4987,v1K1_HOR_o4,UCY1phNb-i7CHpHMQjmTYByg,"Estoy de acuerdo en que la monarquía no fue lo mejor para los mexicanos, pero no se le da en la historia de México el reconocimiento adecuado a Agustín de Iturbide",[0. 0. 0. ... 0. 0. 0.],acuerdo monarqu mejor mexicano historia xico reconocimiento adecuado agust iturbid,0.0
4988,v1K1_HOR_o4,UCKg488tp5f6rOscRFnT8hQg,"Fue Carlos I de España y V de Alemania como Señor Natural de Flandes quien crea la unidad territorial de LOS PAISES BAJOS, antes de él no existis esa denominación. ! Gracias Sebas por el video!",[0. 0. 0. ... 0. 0. 0.],carlo espa alemania natur fland crea unidad territori pais bajo existi denominaci gracia seba video,0.0
4989,v1K1_HOR_o4,UCocQNgoSLqxX8ybcq3NHgVA,"Los neerlandeses eran igual de carroñeros que los ingleses, pero en pequeño.",[0. 0. 0. ... 0. 0. 0.],neerlandes igual carro ero ingles pequ,0.0
4990,v1K1_HOR_o4,UCR0zdTwiZvOxgrL653-5jwg,"Muy completo el video, aunque me gustaría entender mejor por qué un país tan pequeño pudo hacer frente a los grandes imperios europeos durante tanto tiempo.",[0. 0. 0. ... 0. 0. 0.],completo video aunqu gustar entend mejor pequ pudo hacer frent grand imperio europeo tiempo,0.0
4991,v1K1_HOR_o4,UCxy1diea0uRdajjIwhcnQow,¿¿no falto mencionar nueva zelanda,[0. 0. 0. ... 0. 0. 0.],falto mencionar nueva zelanda,0.0
4992,v1K1_HOR_o4,UCdeVg3TF-vJjWcFhWk-629w,Revolucion francesa,[0. 0. 0. ... 0. 0. 0.],revolucion francesa,0.0
4993,v1K1_HOR_o4,UCQ3Zi57AFd-zJzzwKxZWw3g,"Muy   interesante la historia de Nederland (Países Bajos, más  
conocida por el nombre de su Provincia Holanda).
Saludos desde mi Córdoba - Argentina 🇦🇷♥. Raúlo Alberto.",[0. 0. 0. ... 0. 0. 0.],interesant historia nederland bajo conocida nombr provincia holanda saludo rdoba argentina alberto,0.0
4994,v1K1_HOR_o4,UCswjXXup5ewmDskfphStFYQ,"A los frisios (de la provincia de Frisia) les molesta mucho que el país sea llamado como Holanda, ya que ellos tienen su propio idioma y cultura diferente a la de Holanda y el resto de paises bajos, que habla neerlandés.",[0. 0. 0. ... 0. 0. 0.],frisio provincia frisia molesta llamado holanda propio idioma cultura diferent holanda resto pais bajo habla neerland,0.0
4995,v1K1_HOR_o4,UCmyis39gqmF6kW3wJpwfH9w,La música de fondo me recuerda a la banda sonora de dark souls,[0. 0. 0. ... 0. 0. 0.],sica fondo recuerda banda sonora dark soul,0.0
4998,v1K1_HOR_o4,UCEnovdlM1aB5DBlvHDjbQVg,Insultas,[0. 0. 0. ... 0. 0. 0.],insulta,0.0
4999,v1K1_HOR_o4,UCz5qXGLa4yoQlyGnZrH8wZA,La diferencia entre los neerlandeses y las otras potencias europeas en el estilo de colonización es que a estos no les interesaba controlar grandes territorios difíciles de mantener (como España o Francia) sino sólo puestos comerciales para generar riquezas.,[0. 0. 0. ... 0. 0. 0.],diferencia neerlandes potencia europea estilo colonizaci interesaba controlar grand territorio cile manten espa francia sino puesto comercial generar riqueza,0.0
5000,v1K1_HOR_o4,UCZ3A7gXLZHxMD1riAB5qaSQ,"Como es possible que no dices nada de las Antilles Neerlandesas compuesto por Aruba, Curaçao, Bonaire, St. Martin, Saba y St Eustatius. 

Se disuelve en 1986 Aruba recipe Status Apartus y las Antilles de 5 Islas vuelve a dissolver el 10-10-'10 etc. 

Pero siguen hasta la recharge siendo parte del Reinaldo Hollandes 

Quiz as en un futuro vedeo puedes cubrir esa parte ...",[0. 0. 0. ... 0. 0. 0.],possibl dice antil neerlandesa compuesto aruba cura bonair martin saba eustatiu disuelv aruba recip statu apartu antil isla vuelv dissolv siguen recharg siendo part reinaldo holland quiz futuro vedeo pued cubrir part,0.0
5001,v1K1_HOR_o4,UCTaMT8XbksnPOkmyHHwYOYg,Países bajos yo lo llamo Neerlanda.,[0. 0. 0. ... 0. 0. 0.],bajo llamo neerlanda,0.0
5002,v1K1_HOR_o4,UCOXA7wqtk4vu0WaHQWDgBMg,Los neerlandeses ganaron su independencia de los españoles pero perdieron la copa del mundo en 2010 contra los mismos españoles,[0. 0. 0. ... 0. 0. 0.],neerlandes ganaron independencia espa ole perdieron copa mundo mismo espa ole,0.0
5003,v1K1_HOR_o4,UCSyujZLPNlouB0yEIFadAZg,carlos I de españa ....Carlos V como emperador nacio en los paises bajos asi eso q se autonomino no es tan asi amigo...derecho propio aparte de ser querido por el vulgo lo cual es muy importante. Al crearlo como reino fue para darle mas autonomia.,[0. 0. 0. ... 0. 0. 0.],carlo espa carlo emperador nacio pais bajo autonomino amigo derecho propio apart querido vulgo important crearlo reino darl autonomia,0.0
5004,v1K1_HOR_o4,UCNWyJ5MmUpb0jRfiRgEnK7Q,"Hombree yo podría ser ese monarca!!! Digo, sugiero!!!",[0. 0. 0. ... 0. 0. 0.],hombre podr monarca digo sugiero,0.0
5005,9fPcE1ClSJo,UC18d6daBjIrsq_qByp2yZdw,"Hola!!

Estoy haciendo unos test sobre este tema y tengo una duda en  la siguiente pregunta.

La falta de capacidad del Rey en el orden civil es suplida por:
A) la Tutela
B) la Regencia
C) la Reina
D) las Cortes Generales.

Dan por correcta la respuesta a) la Tutela. 

Alguien podría explicarme",[0. 0. 0. ... 0. 0. 0.],hola haciendo test tema duda siguient pregunta falta capacidad orden civil suplida tutela regencia reina cort general correcta respuesta tutela alguien podr explicarm,0.0
5006,9fPcE1ClSJo,UCO_BIH0Flq1XZySolUN6W1A,Podrías haber compartido el PowerPoint con todo el esquema y hubiese sido ya muy top el video,[0. 0. 0. ... 0. 0. 0.],podr haber compartido powerpoint esquema sido video,0.0
5007,9fPcE1ClSJo,UCUuvuGXLoVj6hP6C-Iug_DQ,por fin he conseguido entender y diferenciar la regencia y la tutela del rey. Gracias!,[0. 0. 0. ... 0. 0. 0.],conseguido entend diferenciar regencia tutela gracia,0.0
5009,9fPcE1ClSJo,UC5CWyuynR51eVa_2UMPvA_w,Muchas gracias!! Pantallazo y a estudiar!!,[0. 0. 0. ... 0. 0. 0.],mucha gracia pantallazo estudiar,0.0
5010,9fPcE1ClSJo,UCsKZpaOrrIU4Gc_mOVyFtCA,Muy bueno,[0. 0. 0. ... 0. 0. 0.],bueno,0.0
5011,9fPcE1ClSJo,UCXN4-ePOwqfnTZm67kH7Meg,Muy buen vídeo. Gracias,[0. 0. 0. ... 0. 0. 0.],buen gracia,0.0
5013,9fPcE1ClSJo,UC-i8sQqjtj7vZ7BgHX-UTwQ,"esto no han votado los españoles define referendum como otra cosa el referendum da al rey el cargo supremo del estado y militar siendo reponsable de España y su defensa  el poder legislativo es de la segunda corona bajo mando del rey luego hacer cumplir la ley  de la directiva del jefe de estado es el presidente 
un presidente en españa no tiene ni estudios ni experiencia no esta preparado ni rango militar nada ahi se ha puesto el antojo de llevar una batuta grande siendo bajito es irreal esa cosa",[0. 0. 0. ... 0. 0. 0.],votado espa ole defin referendum cosa referendum cargo supremo militar siendo repons espa defensa poder legislativo segunda corona bajo mando luego hacer cumplir directiva jefe president president espa estudio experiencia preparado rango militar puesto antojo llevar batuta grand siendo bajito irreal cosa,0.0
5014,9fPcE1ClSJo,UC-i8sQqjtj7vZ7BgHX-UTwQ,"vaya reforma esta irreconocible han cambiadoalgunos mandatos no tiene cabeza
esta no es la constitución del 78 anulais al rey jefe del estado cuando es monarquia alto cargo en derecho y jefe del estado el rey rige y modera las cuestiones del estado el presidente con estudios de derecho basico no es competente ni es rango militar no puede llevar los .inisterios ni del interior ni defensa al tener estudios contemporaneos mi esperiencia no sabe mober el estado en casi de emergencia ni economica ni sanidad ni nada no sabe de leyes mas que las puestas no es estado es un cumplidor y hacer cumplir ley bajo mando en la monarquia española tenemos en vigor tres
la corona
la segunda corona
y la tercera en  caso de requerimiento del rey",[0. 0. 0. ... 0. 0. 0.],vaya reforma irreconoc cambiadoalguno mandato cabeza constituci anulai jefe monarquia alto cargo derecho jefe rige modera cuestion president estudio derecho basico competent rango militar pued llevar inisterio interior defensa tener estudio contemporaneo esperiencia sabe mober casi emergencia economica sanidad sabe ley puesta cumplidor hacer cumplir bajo mando monarquia espa vigor tre corona segunda corona tercera caso requerimiento,0.0
5015,9fPcE1ClSJo,UCUjPVd7qpBNOguph9O8hGPg,Acabáis de ganar otra suscriptora. Gracias por el video.,[0. 0. 0. ... 0. 0. 0.],acab ganar suscriptora gracia video,0.0
5018,9fPcE1ClSJo,UCgQmiirD6AMy9OxCgpm-xlA,Cuando le doy al link me sale el título IV y no el 2 😔,[0. 0. 0. ... 0. 0. 0.],link sale tulo,0.0
5021,9fPcE1ClSJo,UCVC6fp-j6EG6bPmo4P3eYuA,"De los mejores esquemas que he visto sobre la Corona en nuestra Constitución. Muchas gracias.
 Si bien, he de advertir un error, ya que el articulo 59 establece un orden diferente para ejercer la regencia según sea el Rey menor de edad o se inhabilite. En el esquema no se hace distinción y es muy importante, sobre todo para exámenes tipo test.",[0. 0. 0. ... 0. 0. 0.],mejor esquema visto corona constituci mucha gracia bien advertir error articulo establec orden diferent ejerc regencia menor edad inhabilit esquema hace distinci important mene tipo test,0.0
5023,9fPcE1ClSJo,UCzGQmy0uGNg4aOIjfC3jWMg,Todo muy claro y más ameno que estudiar a través de la ley pura y dura. Gracias,[0. 0. 0. ... 0. 0. 0.],claro ameno estudiar trav pura dura gracia,0.0
5024,9fPcE1ClSJo,UCp7pY3lJjVExeGPv2-VYyUQ,"A mi también me agradan mucho sus vídeos , los disfruto mucho. Mantengo mayor mi concentración. Como contacto con su academia. maryzava@yahoo.com.mx",[0. 0. 0. ... 0. 0. 0.],tambi agradan deo disfruto mantengo mayor concentraci contacto academia maryzava yahoo,0.0
5025,pTT0hwLJKFI,UC2ScjpYWHwWVA2j9Qfyij4w,📝🔊 Transcription et podcast : https://espagnol-pas-a-pas.fr/radio-quel-avenir-pour-la-monarchie-espagnole-debutants/,[0. 0. 0. ... 0. 0. 0.],transcript podcast http espagnol radio quel avenir pour monarchi espagnol debut,0.0
5026,pTT0hwLJKFI,UC8VtVToWMKSZQ4zSwLHBbEA,"~Hola Karim, me preguntaba, los españoles no quieren que las autonomias se vuelven independientes?
pensaba particularmente a la Cataloñia.
Gracias por este video, me gusta mucho aprender la vida en España.
Buenas tardes",[0. 0. 0. ... 0. 0. 0.],hola karim preguntaba espa ole quieren autonomia vuelven independient pensaba particularment catalo gracia video gusta aprend vida espa buena tard,0.0
5028,pTT0hwLJKFI,UCIiLabdXo5MVLb7h0WUiunQ,"Soy francés. En mi país, por supuesto, hay una república. Pienso que la monarquía es un sistema antiguo y que no debería existir más. En el siglo 21 los reyes son ""parásitos"" de la sociedad.",[0. 0. 0. ... 0. 0. 0.],franc supuesto blica pienso monarqu sistema antiguo deber existir siglo rey sito sociedad,0.0
5030,pTT0hwLJKFI,UCNwEzD8cQv8sPYb78a84GaQ,"Buenas tardes,
Je voulais vous dire qu'en 1978, j'étais en Andalousie chez mes amis espagnols qui parlaient français !
Je me souviens qu'ils ont décroché le portrait de Franco et accroché immédiatement celui du roi Juan Carlos dans leur maison.
À l'époque, l'eau était rare, on avait un puits, et on ne se rendait pas compte de notre chance, on s'aspergeait au seau. Quelle honte !
Un âne avec des citernes sur le dos passait dans le village et son maître vendait l'eau. Nous, on approvisionnait les voisins qui venaient demander de l'eau avec l' eau du puits.
Je me souviens aussi qu'il y a eu la première grève de femmes.
Voilà pour cette petite parenthese en français en attendant de pouvoir un jour en faire en espagnol. Déjà je commence à comprendre.
Merci beaucoup pour vos enseignements précieux.
Aujourd'hui(Hoy), mes amis(mi amigos) vivent(vivan) à (en ?)l'as très calas près de Barcelone.
Hasta huelgo y Muchas Gracias.",[0. 0. 0. ... 0. 0. 0.],buena tard voulai vou dire tai andalousi chez ami espagnol parlaient fran souvien croch portrait franco accroch diatement celui juan carlo dan leur maison poqu tait rare avait puit rendait compt notr chanc aspergeait seau quell hont avec citern passait dan villag vendait nou approvisionnait voisin venaient demand avec puit souvien aussi premi femm voil pour cett petit parenthes fran attend pouvoir jour fair espagnol commenc comprendr merci beaucoup pour enseign cieux aujourd ami amigo vivent vivan cala barcelon huelgo mucha gracia,0.0
5033,pTT0hwLJKFI,UCFus1-ZXA_R-8f07WIp4L9g,Muchas gracias,[0. 0. 0. ... 0. 0. 0.],mucha gracia,0.0
5034,pTT0hwLJKFI,UC_lUPAxaMVNJH_ZyJVqCVHA,"La monarquía española permite un vínculo muy fuerte entre los ciudadanos .
En Francía el problema es que más o menos la mitad de la población no se siente bien representada.
Como en la pelicula ""yo quisiera ya ser un rey""  ¡Rey león naturalmente!
Muchas gracias Karim por todos tus consejos.",[0. 0. 0. ... 0. 0. 0.],monarqu espa permit nculo fuert ciudadano franc problema meno mitad poblaci bien representada pelicula quisiera naturalment mucha gracia karim consejo,0.0
5036,pTT0hwLJKFI,UCdN780Tl7SPSDR7HI1JAHTA,"Hola Karim !
Soy francesa .... La politica francesa atraviesa una crisis idéológica et organizativa. Creo que es preocupante et que es necesario tener cambios profundos?. Pienso que la monarquía puede representar la nación y mantener una forma de estabilidad.
Hasta prunto et muchas gracias por este sujeto",[0. 0. 0. ... 0. 0. 0.],hola karim francesa politica francesa atraviesa crisi gica organizativa creo preocupant necesario tener cambio profundo pienso monarqu pued representar naci manten forma estabilidad prunto mucha gracia sujeto,0.0
5037,pTT0hwLJKFI,UC5FsbmNWYIVnBvB-dfb1VuQ,"Estoy  hasta la corona !  Le gusta mucho tu emisión, pero la monarquia me parece una mascarada que disfruta bien la población pero cuesta un monton. Quizas es necesario ?",[0. 0. 0. ... 0. 0. 0.],corona gusta emisi monarquia parec mascarada disfruta bien poblaci cuesta monton quiza necesario,0.0
5041,pTT0hwLJKFI,UCMnSpDly5msfsbP3cbuG8TQ,Super tu curso de historia,[0. 0. 0. ... 0. 0. 0.],super curso historia,0.0
5045,sEDccECx0Qg,UCaeogvmud_7-s3UOFog9KXw,"Te faltó hablar de Menorca y especialmente de Gibraltar.
Vamos que las principales consecuencias ni las citas, Sicilia, Cerdeña, a Napoles, etc....",[0. 0. 0. ... 0. 0. 0.],falt hablar menorca especialment gibraltar vamo principal consecuencia cita sicilia cerd napol,0.0
5046,sEDccECx0Qg,UCo37y8OfeKBB0qceXRKw4bg,Muchas gracias me quedó muy claro como finalizó la guerra de sucesión de España que no tenía claro.,[0. 0. 0. ... 0. 0. 0.],mucha gracia qu claro finaliz guerra sucesi espa claro,0.0
5050,sEDccECx0Qg,UCNDEA5b3VJnzq3FYG_VdwkQ,"Estoy buscando una bandera austricista. A ver si encuentro a alguien que me la pueda  vender, me está costando😅.",[0. 0. 0. ... 0. 0. 0.],buscando bandera austricista encuentro alguien pueda vender costando,0.0
5051,sEDccECx0Qg,UCWjhx4FEK9FBi8rRM5-kSUA,Castilla y Francia ganaron la guerra de sucesión española,[0. 0. 0. ... 0. 0. 0.],castilla francia ganaron guerra sucesi espa,0.0
5053,sEDccECx0Qg,UCViA--7VqSquj9dTUHrrYSQ,Estimado unprofesor. Olvidaste mencionar lo establecido en el artículo X del tratado de Utrecht. Algo me dice que no es por desconocimiento.,[0. 0. 0. ... 0. 0. 0.],estimado unprofesor olvidast mencionar establecido culo tratado utrecht dice desconocimiento,0.0
5055,sEDccECx0Qg,UCDpyIagQCutucuz9aoFrUyQ,8:09 No eran colonias sino provincias americanas.,[0. 0. 0. ... 0. 0. 0.],colonia sino provincia americana,0.0
5056,sEDccECx0Qg,UC1jTODkJpK_pW4up7fCrjgA,ayuda mucho gracias,[0. 0. 0. ... 0. 0. 0.],ayuda gracia,0.0
5057,sEDccECx0Qg,UCzm53UGf7h9GcCWi1PdzKSg,Islotes señor profesor,[0. 0. 0. ... 0. 0. 0.],islot profesor,0.0
5058,sEDccECx0Qg,UCnyVxUsiFrkI0QOWJamBxqw,se le olvido mencionar que en esta guerra los espanoles ceden gibraltar a los ingleses,[0. 0. 0. ... 0. 0. 0.],olvido mencionar guerra espanol ceden gibraltar ingles,0.0
5059,sEDccECx0Qg,UCpogrGjfR-NCfPjCB2UHIeA,https://youtu.be/sEDccECx0Qg,[0. 0. 0. ... 0. 0. 0.],http youtu sedccecx,0.0
5060,sEDccECx0Qg,UCzh84gD3oKT4oEiiico_QjA,"Tengo entendido que el ""Borbonista"" era sobrino de Carlos II (hijo de una de sus hermanas) por lo que sí tenía sangre de esa línea, ¿pero el ""Austriacista""? ¿Ese también tenía alguna relación consanguínea con Carlos II o por qué o con qué justificación lo proponían?",[0. 0. 0. ... 0. 0. 0.],entendido borbonista sobrino carlo hijo hermana sangr austriacista tambi alguna relaci consangu carlo justificaci propon,0.0
5061,sEDccECx0Qg,UChb5LcZPL9ZQU8IB1ZpUhtg,"Tengo una pregunta, porque si en España estaba la corona de Castilla y Aragón, estos no se postularon para heredar el trono de España, sabiendo que era su mismo país, y esperaron que alguien externo los reinara.",[0. 0. 0. ... 0. 0. 0.],pregunta espa corona castilla arag postularon heredar trono espa sabiendo mismo esperaron alguien externo reinara,0.0
5062,sEDccECx0Qg,UCWefzmDbKfXO4d_nsUgkv7A,"El Imperio Austro-Hungaro? Vaya profesor de historia... El Imperio Austriaco, que no Austro-Hungaro surge solo a la caída del Sacro Imperio Romano, que es solo a principios del S. XX. Unos 200 años después de la época que estamos tratando",[0. 0. 0. ... 0. 0. 0.],imperio austro hungaro vaya profesor historia imperio austriaco austro hungaro surg solo sacro imperio romano solo principio despu poca tratando,0.0
5063,sEDccECx0Qg,UCH4FfPGSnaEBKWJBFnAtH_g,Like si vienes por el test de Historia de España,[0. 0. 0. ... 0. 0. 0.],like vien test historia espa,0.0
5064,sEDccECx0Qg,UCgcNYKgd7mpApL1mQE_8IZQ,"El imperio que peleaba contra la sucesión al trono de España no es el austrohúngaro, es el sacro imperio germánico. El austrohúngaro nace en 1867, siglo XIX.",[0. 0. 0. ... 0. 0. 0.],imperio peleaba sucesi trono espa austroh ngaro sacro imperio germ nico austroh ngaro nace siglo,0.0
5065,Cdd-9fhfC2s,UCBk_J8wmtAmT8logpL0un-A,"Saludos desde Perú, soy descendiente de franceses, mi tatarabuela se apellidaba Durand.",[0. 0. 0. ... 0. 0. 0.],saludo descendient frances tatarabuela apellidaba durand,0.0
5066,Cdd-9fhfC2s,UC9a3FEKz62681opOJpJh36A,En que momento los francos se isieron franceses,[0. 0. 0. ... 0. 0. 0.],momento franco isieron frances,0.0
5067,Cdd-9fhfC2s,UCF4mDO3O54LpEFqBe355aeg,Nada bueno para el mundo para un grupo si  para la mayoria no 😅,[0. 0. 0. ... 0. 0. 0.],bueno mundo grupo mayoria,0.0
