,Unnamed: 0,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggresive
2267,4406,sG1xqycM6aU,UCkRqYKSCQI99YNKmGz4y4WA,Pienso que debería hacer una carreras para sumar con conocimientos,[0. 0. 0. ... 0. 0. 0.],pienso deber hacer carrera sumar conocimiento,0.0,0.023709965869784355,0.0061974734999239445,0.011427471414208412
2268,4409,sG1xqycM6aU,UCzepmIu_16z2Ce9h6EHLA1g,Mejor que siga sus sueños esta niña llama mas la atencion,[0. 0. 0. ... 0. 0. 0.],mejor siga llama atencion,0.0,0.3712332546710968,0.1834249347448349,0.1649859994649887
2269,4415,MoON1PZBvIE,UCLVDy_9-lGgJJwYv7rInZ3A,"El PP y el PSOE tienen pánico a la democracia, si no lo tuvieran, las cosas de calado las consultarían con votaciones vinculantes como hacen en Suiza. Hasta que ambos partidos no sean ""destruidos"" en las urnas, nada va a cambiar en España.",[0. 0. 0. ... 0. 0. 0.],psoe nico democracia cosa calado consultar votacion vinculant hacen suiza ambo partido destruido urna cambiar espa,0.0,0.03823789581656456,0.010818407870829105,0.023162147030234337
2270,4416,MoON1PZBvIE,UCMcyGhsAlw5jVXoMmnwBtXg,Totalmente de acuerdo con todo lo que has dicho :D,[0. 0. 0. ... 0. 0. 0.],totalment acuerdo dicho,0.0,0.015632109716534615,0.00842596311122179,0.010989673435688019
2271,4417,MoON1PZBvIE,UCWp_hJNF-EfaGXUCgUlPkgQ,con política no se q pinta un rey. solo con saber que no se puede opinar mal por q es delito... con eso ya me dejas las cosas mas claras... ,[0. 0. 0. ... 0. 0. 0.],tica pinta solo saber pued opinar delito deja cosa clara,0.0,0.03155379369854927,0.013558386825025082,0.019355949014425278
2272,4421,MoON1PZBvIE,UClbAz5YSwRn8zqsIuamsX4Q,Kill em all now ,[0. 0. 0. ... 0. 0. 0.],kill,0.0,0.07578103244304657,0.05476105213165283,0.0627291277050972
2273,4423,MoON1PZBvIE,UCvDmpzz4ugJliTnxICcKy4w,"jaja que cabrón Pedro Poch casi me robas el título del vídeo que voy a subir!! jajaja
Buen vídeo tío. Aunque yo sigo pensando que la solución no va a llegar de las urnas...
Paz amigo",[0. 0. 0. ... 0. 0. 0.],jaja cabr pedro poch casi roba tulo subir jajaja buen aunqu sigo pensando soluci llegar urna amigo,0.0,0.02088761329650879,0.015155434608459473,0.015312638133764267
2274,4424,MoON1PZBvIE,UCS3zJI_t8IPnPUEZMwB9sXQ,yo opino  que la unica mornarquia que se debe respetar es cuando uno descansa las posaderas sobre el trono de porcelana es un momento sagrado y todo hombre merece reinar sobre el   resto de monarquias es retroceso humano,[0. 0. 0. ... 0. 0. 0.],opino unica mornarquia debe respetar descansa posadera trono porcelana momento sagrado hombr merec reinar resto monarquia retroceso humano,0.0,0.2352454960346222,0.015168065205216408,0.06113145500421524
2275,4425,MoON1PZBvIE,UCQvlStsFtSrqM9Dn9zHDwWQ,"Si acá en América nos libramos de los Borbones hace 200 años,  ustedes españoles pueden hacerlo también",[0. 0. 0. ... 0. 0. 0.],rica libramo borbon hace usted espa ole pueden hacerlo tambi,0.0,0.07058890163898468,0.012951110489666462,0.03462516516447067
2276,4427,MoON1PZBvIE,UCEj-cLu7orEl5TEOQhOiwXg,En total de acuerdo contigo. Si realmente estamos en una democracia que nos dejen eligir si queremos una monarquía o una república.,[0. 0. 0. ... 0. 0. 0.],total acuerdo contigo realment democracia dejen eligir queremo monarqu blica,0.0,0.05002180486917496,0.0062426612712442875,0.025512170046567917
2277,4428,MoON1PZBvIE,UCxJRJj5ueclPWrLErYQMkuw,"Ahi va la verdad del por que el rey a Abdica, por que hasido presionado desde enero por su mujer la reina Sofia y el club bilderberg, han estado esperando tras la reunion del club, zas, rey abdica.",[0. 0. 0. ... 0. 0. 0.],verdad abdica hasido presionado enero mujer reina sofia club bilderberg esperando tra reunion club abdica,0.0,0.1060708686709404,0.03845778852701187,0.03338217735290527
2278,4431,Dp5B8TPKj5Q,UC35xKKbCKNTn00N3rCvQpNA,A todos los republicanos de España venganse a hispanoamérica acá todas son repúblicas hablamos el ideoma de ustedes y dejen la monarquía en España,[0. 0. 0. ... 0. 0. 0.],republicano espa vengans hispanoam rica toda blica hablamo ideoma usted dejen monarqu espa,0.0,0.3681791424751282,0.01656879484653473,0.15961846709251404
2279,4433,Dp5B8TPKj5Q,UC2Loe6gssH9ptNPZbOYH3tA,"La constitucion dice q no puede haber referedum, tienes q ser democratico respetar la ley.",[0. 0. 0. ... 0. 0. 0.],constitucion dice pued haber referedum democratico respetar,0.0,0.038050394505262375,0.0074333916418254375,0.016996555030345917
2280,4436,Dp5B8TPKj5Q,UCtqxUAnP686HTP7O2RKlLfg,"Como cambiar la ley dentro de la ley hecha para que no cambie... que dilema, no?",[0. 0. 0. ... 0. 0. 0.],cambiar dentro hecha cambi dilema,0.0,0.047345854341983795,0.010190564207732677,0.019199514761567116
2281,4440,-V_pdK_YuIE,UChrKjRGzWZ--5Sw8fhPps7g,"Estoy seguro de que cuanto caiga la monarquía, españa se balcanizará",[0. 0. 0. ... 0. 0. 0.],seguro cuanto caiga monarqu espa balcanizar,0.0,0.16615623235702515,0.009770192205905914,0.0616726391017437
2282,4441,-V_pdK_YuIE,UCa39LAAhXeqY6wYeW6bN2Wg,"Socialmente España parece mayormente republicana y socialista, pero la Monarquía garantiza moderación e independencia siempre que el Gobierno quiere acaparar todas las instituciones públicas(como ahora el gobierno socialista de Sánchez). Aunque la Monarquía parlamentaria nace de un privilegio y de alguna manera los promociona, no solo ha sido útil por lo anterior sino q esta muy abierta a autocríticas y es porosa. Como es España, aún hace falta. Siempre me sorprende con el respeto y admiración con la que hablan los latinoamericanos de ella.",[0. 0. 0. ... 0. 0. 0.],socialment espa parec mayorment republicana socialista monarqu garantiza moderaci independencia siempr gobierno quier acaparar toda institucion blica ahora gobierno socialista nchez aunqu monarqu parlamentaria nace privilegio alguna manera promociona solo sido anterior sino abierta autocr tica porosa espa hace falta siempr sorprend respeto admiraci hablan latinoamericano,0.0,0.1164938434958458,0.016987165436148643,0.05650340020656586
2283,4443,-V_pdK_YuIE,UCuAdomEbpm7gbkwOH_4g13A,Que pasa si en tu pais eligen a un burro como presidente ?  Repuesta EVO MORALES,[0. 0. 0. ... 0. 0. 0.],pasa pai eligen burro president repuesta moral,0.0,0.02945532463490963,0.02781623974442482,0.030639497563242912
2284,4445,-V_pdK_YuIE,UCjDXc68IbVsgG5iRANNWlIw,"Monitor, eres peruano!!",[0. 0. 0. ... 0. 0. 0.],monitor peruano,0.0,0.07517383247613907,0.03336071968078613,0.04826805368065834
2285,4446,-V_pdK_YuIE,UCI1aEKDMGF6Mk0VLVlacvig,3:45 de esa afirmación me surge una pregunta (no me gustan las etiquetas pero no sé cómo redactar si no) ¿ Te consideras anarquista?,[0. 0. 0. ... 0. 0. 0.],afirmaci surg pregunta gustan etiqueta redactar considera anarquista,0.0,0.07300325483083725,0.014788658358156681,0.037818510085344315
2286,4447,-V_pdK_YuIE,UCCfBhnGOpCxT3tYIT8gRVAg,"Creo que te falta mucho background y te quedas con lo simple ""Franco malo pone a rey entonces rey malo"". Juan Carlos junto con Adolfo Suarez practciamente traicionaron al gobierno de Franco. Prueba de ello es que lo primero que hicieron fue legalizar el partido comunista de españa. La transicion española es un ejemplo a seguir de como cambiar un regimen absolutista a uno democratico sin pegar un tiro y creo que sin Juan Carlos y Suarez no hubiera sido posible. Valorando porsupuesto a juan carlos como Rey o figura politica mas que en sus temas personales de cazar elefantes o ser un pichaloca.

Actualmente tanto Felipe como Leonor, el unico cometido que tienen es convertirse en unos terminators programados para representar a España a un maximo nivel. De echo Felipe habla todas las lenguas cooficiales de España, por mucho que les joda a los independentistas. Si su unico trabajo es representarnos, me fio mas del Rey que de cualquier politicucho mediocre qeu llega al poder medrando. 

A dia de hoy la casa real es una institucion como correos o el ministerio x y es algo esencialmente español. Pese a considerarme republicano, acabar con la monarquia española implica acabar con la españa en la que me he criado y que me ha contagiado ciertos valores e inquietudes culturales",[0. 0. 0. ... 0. 0. 0.],creo falta background queda simpl franco malo pone entonc malo juan carlo junto adolfo suarez practciament traicionaron gobierno franco prueba ello primero hicieron legalizar partido comunista espa transicion espa ejemplo seguir cambiar regimen absolutista democratico pegar tiro creo juan carlo suarez sido posibl valorando porsupuesto juan carlo figura politica tema personal cazar elefant pichaloca actualment felip leonor unico cometido convertirs termin programado representar espa maximo nivel echo felip habla toda lengua cooficial espa joda independentista unico trabajo representarno cualquier politicucho mediocr llega poder medrando casa real institucion correo ministerio esencialment espa pese considerarm republicano acabar monarquia espa implica acabar espa criado contagiado cierto valor inquietud cultural,0.0,0.0675741657614708,0.012099256739020348,0.04423501342535019
2287,4449,-V_pdK_YuIE,UCO7yScVomarwIyd7toasZkQ,"2:26 habla del gobierno Boliviano 😪😪
3:09 palabras más ciertas jamas fueron pronunciadas",[0. 0. 0. ... 0. 0. 0.],habla gobierno boliviano palabra cierta jama pronunciada,0.0,0.025456752628087997,0.013348703272640705,0.014379969798028469
2288,4450,-V_pdK_YuIE,UCOl_E3e85fAusnkTuwsBoqg,"Cuando se menciona la diferencia entre ""auctoritas"" (poder moral) y ""potestas"" (poder legal), me esperaba un análisis más serio, en lugar de una reflexión tan de brocha gorda. Aparte de las inexactitudes históricas (por ejemplo, Falange Española nunca fue un partido numeroso, solamente obtuvo un diputado en las elecciones de 1933, que no revalidó el escaño en las de 1936, y Franco acabó por diluir su influencia primero en 1937 cuando la fusionó con los carlistas, para dar origen a FET de las JONS, y luego cuando se funda el Movimiento Nacional en 1943, que sería el partido único del franquismo, porque Franco quería distanciarse formalmente de las potencias nazifascistas, que estaban en retroceso al final de la II Guerra Mundial, y pone en marcha la Política de los Tres Frentes para acercarse a los aliados; cosa que conseguiría en 1953 con la firma de los Pactos de Madrid con Estados Unidos), se comenten dos errores básicos: por un lado, se enjuicia la labor del rey Juan Carlos I en base únicamente a los escándalos que han salido a luz en las última década, los cuales, en su mayoría, afectan únicamente a sus últimos años de reinado; por otro lado, se considera que solo existen las repúblicas presidencialistas, como sucede en América, cuando también hay repúblicas parlamentarias, como sucede en Europa.

Tiene gracia que el Tío Monitor diga que no daba un duro por el rey Juan Carlos, cuando, salvo error, él ha nacido en 1984... ¡y el reinado de Juan Carlos I comenzó en 1975! Es decir, que habrían pasado unos 20 años de reinado antes de que él tuviera siquiera capacidad para enjuiciarlo.

Pero, en honor a la verdad, no es el único que no confíaba en sus capacidades como jefe del Estado. En los años 70, ya se le apodaba Juan Carlos el Breve. Y eran tanto los sectores más reaccionarios del régimen franquista, como la izquierda más exhaltada quienes se oponían al futuro monarca.

No voy a hablar de la Transición, pero sí a decir que, contrariamente a lo que las falsas creencias populares sostienen, conocidos el clima social y político en España de finales de los 60 y principios de los 70, la continuación del franquismo sin Franco era prácticamente imposible. Muy probablemente se hubiera alcanzado un régimen democrático de todas formas, aunque sin el liderazgo del rey (y de Torcuato Fernández-Miranda) habría sido más tarde que pronto. Primero, porque primaba el personalismo entre las figuras más aperturistas vinculadas al viejo régimen (aunque sea de brocha gorda, baste recordar que Alianza Popular fue una federación de siete grupos políticos y que Unión de Centro Democrático era un conglomerado de dieciséis organizaciones de distinto pelaje), y, segundo, porque la oposición exterior estaba aún más dividida, y enfrentada, entre la Junta Democrática Española (integrada por comunistas y monárquicos) y la Plataforma de Convergencia Democrática (conformada por socialistas y demócratas de izquierda).

Pero, respecto a Juan Carlos I, si se hace un balance de su reinado, los efectos positivos del mismo (incluida su abdicación) superan con creces a las críticas que, en su mayoría, no dejan de ser puro amarillismo.

Y, por supuesto, es falso que el rey Juan Carlos haya ocupado la jefatura del Estado por haber sido nombrado por el dictador. España cuenta con una constitución elaborada por unas cortes constituyentes elegidas libremente por sufragio universal, en lo que resultaron el Congreso y el Senado más diversos y políticamente fragmentados de estos cuarenta y cinco años. Todos los artículos de la Constitución, incluido el primero y los que conforman el título II (56 a 65) fueron sometidos a votación y aprobados por los representantes políticos elegidos en las cámaras legislativas. Y, puesto que la constitución del 78 ha sido la única refrendada mediante plebiscito, en un referéndum libre, democrático y por sufragio universal, eso convierte a la actual monarquía española en la única jefatura del Estado que, en toda la historia del país, ha sido aprobada por el voto popular de la ciudadanía (la Segunda República, por ejemplo, fue proclamada por un Comité Revolucionario, que no había sido electo, y su constitución nunca fue sometida a referéndum).

Y, como en cualquier sistema constitucional, en España las competencias de la jefatura del Estado aparecen detalladas en la Carta Magna. De hecho, como la constitución española del 78 se inspira principalmente en los textos constitucionales de Alemania e Italia, que son repúblicas parlamentarias, las atribuciones del monarca son similares a las que tienen los presidentes de las repúblicas alemana e italiana. Este último, por cierto, no es elegido por sufragio popular, sino por el parlamento italiano. Por esta razón, suele ser una figura de consenso, normalmente, un viejo político respetado, para que ejerza de representante, árbitro y guía (""auctoritas"" otra vez). Y no deja de tener gracia que en un país como Italia, donde los mandatos de los jefes de gobierno rara vez superan los dos o tres años, la única persona que proporciona estabilidad política a la nación sea el presidente de la República.

A efectos prácticos, no hay diferencia entre una monarquía parlamentaria y una república parlamentaria. Sí que los hay entre una sistema parlamentario y un sistema presidencialista, el cual, en los regímenes dudosamente democráticos y sin ""auctoritas"", favorece el acceso y mantenimiento en el poder de oligarquías corruptas. En cuanto a esto, desde América pueden dar lecciones al mundo entero.

De modo que, más que una crítica hacia el monarquismo, en general, o hacia la monarquía española, en particular, el presente discurso constituye una crítica sin fundamentos al parlamentarismo en pro del presidencialismo, y la concentración del poder en tan pocas manos como una sola persona.",[0. 0. 0. ... 0. 0. 0.],menciona diferencia auctorita poder moral potesta poder legal esperaba lisi serio lugar reflexi brocha gorda apart inexactitud hist rica ejemplo falang espa nunca partido numeroso solament obtuvo diputado eleccion revalid esca franco acab diluir influencia primero fusion carlista origen jon luego funda movimiento nacion partido nico franquismo franco quer distanciars formalment potencia nazifascista retroceso final guerra mundial pone marcha tica tre frent acercars aliado cosa conseguir firma pacto madrid unido comenten error sico lado enjuicia labor juan carlo base nicament ndalo salido ltima cada cual mayor afectan nicament ltimo reinado lado considera solo existen blica presidencialista suced rica tambi blica parlamentaria suced europa gracia monitor diga daba duro juan carlo salvo error nacido reinado juan carlo comenz decir habr pasado reinado siquiera capacidad enjuiciarlo honor verdad nico conf capacidad jefe apodaba juan carlo breve sector reaccionario gimen franquista izquierda exhaltada opon futuro monarca hablar transici decir contrariament falsa creencia popular sostienen conocido clima social tico espa final principio continuaci franquismo franco cticament impos probablement alcanzado gimen democr tico toda forma aunqu liderazgo torcuato fern ndez miranda habr sido tard pronto primero primaba personalismo figura aperturista vinculada viejo gimen aunqu brocha gorda bast recordar alianza popular federaci siet grupo tico centro democr tico conglomerado dieci organizacion distinto pelaj segundo oposici exterior dividida enfrentada junta democr tica espa integrada comunista rquico plataforma convergencia democr tica conformada socialista crata izquierda respecto juan carlo hace balanc reinado efecto positivo mismo incluida abdicaci superan crece tica mayor dejan puro amarillismo supuesto falso juan carlo ocupado jefatura haber sido nombrado dictador espa cuenta constituci elaborada una cort constituyent elegida librement sufragio univers resultaron congreso senado diverso ticament fragmentado cuarenta cinco culo constituci incluido primero conforman tulo sometido votaci aprobado representant tico elegido mara legislativa puesto constituci sido nica refrendada mediant plebiscito refer ndum libr democr tico sufragio univers conviert actual monarqu espa nica jefatura toda historia sido aprobada voto popular ciudadan segunda blica ejemplo proclamada comit revolucionario sido electo constituci nunca sometida refer ndum cualquier sistema constitucion espa competencia jefatura aparecen detallada carta magna hecho constituci espa inspira principalment texto constitucional alemania italia blica parlamentaria atribucion monarca similar president blica alemana italiana ltimo cierto elegido sufragio popular sino parlamento italiano suel figura consenso normalment viejo tico respetado ejerza representant rbitro auctorita deja tener gracia italia mandato jefe gobierno rara superan tre nica persona proporciona estabilidad tica naci president blica efecto ctico diferencia monarqu parlamentaria blica parlamentaria sistema parlamentario sistema presidencialista mene dudosament democr tico auctorita favorec acceso mantenimiento poder oligarqu corrupta cuanto rica pueden leccion mundo entero modo tica hacia monarquismo gener hacia monarqu espa particular present discurso constituy tica fundamento parlamentarismo presidencialismo concentraci poder poca mano sola persona,0.0,0.10804959386587143,0.015392187051475048,0.06895676255226135
2289,4452,-V_pdK_YuIE,UC5Pntkh5Z3sYThQeJmhfXgQ,Este webetas,[0. 0. 0. ... 0. 0. 0.],webeta,0.0,0.21186380088329315,0.06520985811948776,0.11763272434473038
2290,4453,-V_pdK_YuIE,UCf-d2uAbolVX7c5cB989CXA,"Estudia bien la historia de España, por favor, que la República y la guerra civil no fueron como comentas",[0. 0. 0. ... 0. 0. 0.],estudia bien historia espa favor blica guerra civil comenta,0.0,0.031883303076028824,0.014185776934027672,0.0236255694180727
2291,4454,-V_pdK_YuIE,UCjuoowYRN6rKtU2tcxArvfA,Reyes de aparador que bonitos se ven pero que hacen realmente por su país.,[0. 0. 0. ... 0. 0. 0.],rey aparador bonito hacen realment,0.0,0.0241263248026371,0.009897989220917225,0.014927531592547894
2292,4455,-V_pdK_YuIE,UC87nOEXVGUjDFI078DAkNRQ,Respetuosamente estoy en desacuerdo con usted,[0. 0. 0. ... 0. 0. 0.],respetuosament desacuerdo ust,0.0,0.028196509927511215,0.011444765143096447,0.020767327398061752
2293,4456,-V_pdK_YuIE,UCeolijyiNH4bYqHABBRIT3Q,Los Reyes de España sí trabajan.,[0. 0. 0. ... 0. 0. 0.],rey espa trabajan,0.0,0.023902393877506256,0.015848618000745773,0.01729569397866726
2294,4458,-V_pdK_YuIE,UCbbklXyKhENs7XqBrvbp4PQ,🇵🇪yo soy el KAISER👑,[0. 0. 0. ... 0. 0. 0.],kaiser,0.0,0.05832626298069954,0.029754815623164177,0.03200724348425865
2295,4459,F7oVU0Zb35U,UCnKlfDXaVP-6uIACOJeVPfw,"🔴APOYA MI TRABAJO y tendrás... Resúmenes, exámenes, autoevaluaciones y más 👉 https://acortar.link/uS1wqR
✔ Conviértete en MIEMBRO y SACA 10 👉 https://cutt.ly/RviSjVS",[0. 0. 0. ... 0. 0. 0.],apoya trabajo tendr mene mene autoevaluacion http acortar link convi rtete miembro saca http cutt rvisjv,0.0,0.013918423093855381,0.01139767188578844,0.011821054853498936
2296,4461,F7oVU0Zb35U,UCO22d3KldF_ymJnU0_Fo58w,Tengo 24 años aquí reaprendiendo todo lo que vomité en el bachillerato porque ahora me interesa y como lo estudie rápido tengo todo mezclado,[0. 0. 0. ... 0. 0. 0.],reaprendiendo vomit bachillerato ahora interesa estudi pido mezclado,0.0,0.014355114661157131,0.006967063993215561,0.010056929662823677
2297,4462,F7oVU0Zb35U,UCQ6_RD6FsKokv4AC3zoL51w,"Cuento de nunca acabar, el de la disputa por el poder político.

Chao, chao bacalao ❤🎉🎉🎉🎉",[0. 0. 0. ... 0. 0. 0.],cuento nunca acabar disputa poder tico chao chao bacalao,0.0,0.11153063178062439,0.013855800963938236,0.027218958362936974
2298,4463,F7oVU0Zb35U,UCfz1JJnY_rmvEzqb_ZLdDxQ,"No me daba tiempo a historia para le evau y me estoy haciendo los temas de aquí, se me ha quedado solo de escucharlo esta muy bien explicado gracias 😁",[0. 0. 0. ... 0. 0. 0.],daba tiempo historia evau haciendo tema quedado solo escucharlo bien explicado gracia,0.0,0.008359421975910664,0.0068046050146222115,0.006796768866479397
2299,4465,F7oVU0Zb35U,UCkEUbKOuIW_4yAij-JOK9Aw,Me encantó el vídeo!!!,[0. 0. 0. ... 0. 0. 0.],encant,0.0,0.07535815984010696,0.0370369553565979,0.047835711389780045
2300,4466,F7oVU0Zb35U,UCo_oDXPoXxwx-gQU2E3Wtvg,"Hace 3 meses aprobe el examen de este tema estudiando con este video, mañana tengo de nuevo este tema, a ver que tal esta vez😂",[0. 0. 0. ... 0. 0. 0.],hace mese aprob examen tema estudiando video nuevo tema,0.0,0.01561486255377531,0.00681291101500392,0.009438340552151203
2301,4468,F7oVU0Zb35U,UCgAatnKPh6DJa8qPTEBGymQ,"Estaría muy guay que los temas los tuvieses como apuntes, cuando veo tus vídeos voy en un word escribiendo lo que dices XD😃😃😃✨",[0. 0. 0. ... 0. 0. 0.],guay tema apunt deo word escribiendo dice,0.0,0.0097498232498765,0.011011862196028233,0.00853448361158371
2302,4469,F7oVU0Zb35U,UCTXCQmvZ1Qxq3v84JCAfq-A,Está increíble!!! Todas las referencias visuales están acertadísimas.,[0. 0. 0. ... 0. 0. 0.],incr toda referencia visual acertad sima,0.0,0.02745867893099785,0.012777731753885746,0.015754912048578262
2303,4470,F7oVU0Zb35U,UCTw9pctw58zIuKk8mANoztQ,"Muchas gracias, por fin entiendo algo😅",[0. 0. 0. ... 0. 0. 0.],mucha gracia entiendo,0.0,0.01697947457432747,0.013231098651885986,0.014229293912649155
2304,4471,F7oVU0Zb35U,UCqJgKM-KQZA1CVGsm2w2omQ,"Dos anotaciones: Establecieron la articulación del Estado en Provincias por primera vez por lo inútil y atrasado de los reinos. Por Ejemplo el actual ""reino sevillocentrista"" de Andalucía era el reino de Sevilla y el reino de Granada. Y se cambió por las más modernas provincias por el centralismo anquilosado. Tras 1978 volvimos a esa estuflacidez de reinos taifas en vez de democratizar y actualizar  las diputaciones provinciales para contentar a los que aún hoy no están contentos: vascos y catalanes. 
Los republicanos no cambiaron la Bandera de España por la tricolor en la primera repu. Por tanto la Bandera Constitucional de 1978 es también la Bandera de la 1ª república. ROJA, AMARILLA Y ROJA.",[0. 0. 0. ... 0. 0. 0.],anotacion establecieron articulaci provincia primera atrasado reino ejemplo actual reino sevillocentrista andaluc reino sevilla reino granada cambi moderna provincia centralismo anquilosado tra volvimo estuflacidez reino taifa democratizar actualizar diputacion provincial contentar contento vasco catalan republicano cambiaron bandera espa tricolor primera repu bandera constitucion tambi bandera blica roja amarilla roja,0.0,0.2172863483428955,0.017077608034014702,0.09603811055421829
2305,4472,F7oVU0Zb35U,UCrqZhmAIKWq5wybaGTl2KaA,"hermano tus videos son GOD, me estas salvando historia con tus videos faciles de entender, cortos y eficientes XD",[0. 0. 0. ... 0. 0. 0.],hermano video salvando historia video facil entend corto eficient,0.0,0.01174725778400898,0.006609147414565086,0.009806042537093163
2306,4474,F7oVU0Zb35U,UCYfdUxgPN0ItWBcDXbSJsyg,"Una duda: si con el pacto de ostende ya se derroca a Isabel II pq luego en la revolución de la gloriosa hace q Isabel II abandone España. No se supone q ya la habían ""hechado""???",[0. 0. 0. ... 0. 0. 0.],duda pacto ostend derroca isabel luego revoluci gloriosa hace isabel abandon espa supon hechado,0.0,0.06189215928316116,0.020651334896683693,0.030113913118839264
2307,4476,F7oVU0Zb35U,UCB9IO025jCRo31mwUZVbgxA,"Buenas profe, el cantonslismo no me ha quedado muy claro, su intención que era, ¿dividir a España en 17 estdos independientes? 
Saludos",[0. 0. 0. ... 0. 0. 0.],buena profe cantonslismo quedado claro intenc dividir espa estdo independient saludo,0.0,0.015128177590668201,0.009036064147949219,0.01374840922653675
2308,4479,hnoVMhoe1xY,UCeGbsBKFvZm-k7qwYlaAy6w,"Este tío es increíble, me salva todos los exmenes de historia des de 3 de la ESO y ahora en segundo de bachillerato sigue ayudándome con sus explicaciones. El mejor profesor de historia del mundo.",[0. 0. 0. ... 0. 0. 0.],incr salva exmen historia ahora segundo bachillerato sigu ayud ndome explicacion mejor profesor historia mundo,0.0,0.014922056347131729,0.008340698666870594,0.010370319709181786
2309,4480,hnoVMhoe1xY,UCkLDMEREUWVJxghPLL8YdHw,"Cómo aprendo a resumir historia de España, veo mucha información importante pero no sé que información realmente es irrerelevante",[0. 0. 0. ... 0. 0. 0.],aprendo resumir historia espa mucha informaci important informaci realment irrerelevant,0.0,0.015047413296997547,0.013906622305512428,0.015446066856384277
2310,4481,hnoVMhoe1xY,UCNAFEdzJ97u8xpYlruGYTGg,Este tío me salva la vida,[0. 0. 0. ... 0. 0. 0.],salva vida,0.0,0.04276971518993378,0.02306809090077877,0.02460254728794098
2311,4482,hnoVMhoe1xY,UCNMz4DRGu_OG1MSLg_SzNJQ,Yo suspendo fijo,[0. 0. 0. ... 0. 0. 0.],suspendo fijo,0.0,0.021990645676851273,0.011408897116780281,0.014610238373279572
2312,4483,hnoVMhoe1xY,UCfQiHKj7sgOvHpGDJ7oV9tQ,¿Con que programa hizo esa línea del tiempo?  😮,[0. 0. 0. ... 0. 0. 0.],programa hizo tiempo,0.0,0.024173211306333542,0.01512286439538002,0.015332933515310287
2313,4484,hnoVMhoe1xY,UCj6eqN7siF68MwIJIlfnQNA,Muy bien resumido,[0. 0. 0. ... 0. 0. 0.],bien resumido,0.0,0.034381359815597534,0.012439580634236336,0.02104647271335125
2314,4486,hnoVMhoe1xY,UCstqpaGWXM_4WOJ7fmmN62Q,con este video a pau xd,[0. 0. 0. ... 0. 0. 0.],video,0.0,0.04667637497186661,0.04731478542089462,0.03882366418838501
2315,4487,hnoVMhoe1xY,UCxHhsoXO0xcdvxRebxJiFug,"Una duda, ¿Calatrava es Mendizábal? 🤔",[0. 0. 0. ... 0. 0. 0.],duda calatrava mendiz,0.0,0.027658937498927116,0.017962811514735222,0.0172276571393013
2316,4494,hnoVMhoe1xY,UCvcAQvkgmZoNVGYJNQNqcvw,masonería intensifies,[0. 0. 0. ... 0. 0. 0.],mason intensifi,0.0,0.019410645589232445,0.013858707621693611,0.013739315792918205
2317,4495,hnoVMhoe1xY,UC8gDxto3HO4F6yXS81N9znQ,"socio voy a suspender igual , pero almenos lo entiendo , aunque no me sive pa na",[0. 0. 0. ... 0. 0. 0.],socio suspend igual almeno entiendo aunqu sive,0.0,0.028031526133418083,0.017324568703770638,0.020221417769789696
2318,4496,hnoVMhoe1xY,UCevAWMO_pVP6nsumKgDrNIQ,Gran vídeo,[0. 0. 0. ... 0. 0. 0.],gran,0.0,0.07380061596632004,0.05568872392177582,0.06090499833226204
2319,4497,hnoVMhoe1xY,UCICUyUXVnMxVmZCMFEHZq5A,Es mi siglo favorito,[0. 0. 0. ... 0. 0. 0.],siglo favorito,0.0,0.05750950425863266,0.047306470572948456,0.03923637419939041
2320,4498,hnoVMhoe1xY,UCx2vCV8n4eEG4rMdaVeJJ7A,gran video,[0. 0. 0. ... 0. 0. 0.],gran video,0.0,0.028859931975603104,0.020104387775063515,0.02150159515440464
2321,4499,WKBDJyvN0so,UCzTrYeGzs_OjpwXsuE-4UXg,"Statim quaero, correctio monarchia absoluta. DNA Daliano sic requirit.",[0. 0. 0. ... 0. 0. 0.],statim quaero correctio monarchia absoluta daliano requirit,0.0,0.13974782824516296,0.07392055541276932,0.1349874585866928
2322,4507,WKBDJyvN0so,UCDkvrh05bKWLrHO_AcmeHWw,"A excepción del sr. Garriga, no aparecen los nombres de los demás entrevistados: ¿porqué?. Aunque la personalidad de don Juan Carlos fue ambigua y veleta, quizá perjura porque es evidente que no cumplió los principios del movimiento nacional; la monarquía en cuanto institución no es mentirosa, lo es el ex-rey, en su persona, pero no la institución. Por lo demás, no hay que recurrir para conjeturas o apreciaciones subjetivas, para constatar los hechos: Franco ganó la guerra y no entró en la segunda guerra mundial, punto.",[0. 0. 0. ... 0. 0. 0.],excepci garriga aparecen nombr entrevistado porqu aunqu personalidad juan carlo ambigua veleta quiz perjura evident cumpli principio movimiento nacion monarqu cuanto instituci mentirosa persona instituci recurrir conjetura apreciacion subjetiva constatar hecho franco guerra entr segunda guerra mundial punto,0.0,0.024544786661863327,0.008403578773140907,0.017285428941249847
2323,4509,WKBDJyvN0so,UCfKjd8M3iZQadEC3MoXascQ,marroquíes a España y le dio carta blanca para que hicieran lo que quisieran con las mujeres y los niños esto hacía Franco,[0. 0. 0. ... 0. 0. 0.],marroqu espa carta blanca hicieran quisieran mujer franco,0.0,0.9043500423431396,0.04523147642612457,0.43421876430511475
